字段,标题1
This company is extremely interesting. How many shares does FMRCo own? Eddie Yoon is always my final litmus test for a stock.,
It was $0.28/share: http://bit.ly/2tEw9Fy,
"If you read the conference call 36 million warrants were exercised so they now have 60 million shares outstanding.  I guess you can call it a non-dilutive financing, but the share count has increased.  I do not know the exercise price, but 36 million divided by 10 million comes out to about .27 a share.  I like the company, but I sold my shares for a tax loss and will keep following them.",
The mention that they might do a reverse split is killing the stock. Reverse splits never work out well for the current shareholders,
"Not a lot of interest in this, but after watching what Mazor's done over the past couple of years, it seems like STXS could see huge gains in the long run.",Stereotaxis Is Back To Stay
Have you completed a similar analysis on Clearwater Seafood ?,
Wonder if they are still considering Clover Leaf,
Thank you Mr. Pritchard; looks very interesting.,High Liner Foods: Refreshed Outlook On A Strong Dividend Player
I just sold my shares yesterday at $5.50- a pretty big loss but I can't watch this terrible stock continue to lose me money. At least I made some $ from PG to counter the loss of CLNY (which I originally bought as NRF in 2016...,
dead money for the lat year,
"Classic, this is what happens when the CEO doesn't have a large  enough vested interest to protect. This deal was another AOL/ TWX percentage type shellacking.",
"Host Hotels just bought a few very nice Hyatt hotels for $1 billion at a price that equates to a combined forward EBITDA multiple of 17x and a cap rate of 5%. Those are nicer properties than the average CLNS property, but it is still a good comp. The annualized EBITDA for CLNS' hotel segment is $296 million, and it has $2.6M of debt. CLNS' share of each is 94%. The company shows a $3.9 billion gross asset value for this segment, which equates to 13.18x annualized EBITDA, which is expected to increase at least 1% this year. The average hospitality REIT is trading at 12.24x 2017 EBITDA and 11.79x estimated 2018 EBITDA. That includes 15 companies. Host Hotels trades at about 11.5x EBITDA (far lower than the multiple it just paid, although the acquired properties are worth a premium). Hospitality is clearly non-core for CLNS now, so hopefully it can offload this whole segment and bring in roughly $1 billion of liquidity (~1/3 of its current market cap). The $3.9B value reflected by CLNS does seem reasonable to me. Selling this entire hospitality portfolio would also bolster confidence in the company's NAV of more than $10/share and potentially allow CLNS to accretively repurchase a lot more stock.",
"I have a question to the author here (and maybe to any follower who may have the expertise to provide some steer too): in the event of bankruptcy, what will hhappen to my share/ownership? And given the current book value, how much would I get back? (I m a common share holder - who also suffer severe losses but am wondering if I should add on more to level out )",
NRE had bog day today?   spillover to other Northstar / Colony investments???,
"Didn’t know about super voting. Maybe there will be a better opportunity in debt or pfd’s. Not feeling at this time there is any big upside to this stock. Don’t you think that the company might be receiving unsolicited offers, for parts, or all?",
"23 Managing Directors at CLNS plus the four top guys.  Collectively, a lot of experience.  My first thought was MS brought in to sell the company.  Maybe they brought in to prevent an unwanted solicitation, after which Barrack would be thrown out of the company he started.  Wouldn't be the first time.Just an armchair investor, could be totally wrong.",
I bought Northstar REITs for clients (thank God only 1% of liquid net worth into anything I bought) but in spite of that it is absolutely disgusting the value that clients had at the end of January being down 30% at the end of February. It has to be some sort of rip off just to look at it very simplistically. They should have kept the non traded products in place and just let him run off and return Capital to shareholders. The whole thing seems very suspicious to me. And I would not be surprised if some very intelligent class action attorneys somewhere got a hold of this. To me it is doubtful that that would ever happen but when something goes from X to x - 30% post-merger it just seems that something very shady happen.,
"Core FFO vs. ""Net Cash Flow""? Anyone know how to distinguish these? ""Net Cash Flow"" doesn't seem to be a meaningful figure depending on whether it includes capital expenditures and to what extent they are recurring. From the conference call, the company stated that the new dividend rate ""is intended to be more than amply covered by our core FFO with a fairly generous cushion."" Based on the Core FFO guidance from the call, I calculate approximately $424M or $0.74/share for 2018, including the forecast for each core asset segment, the anticipated impact of higher interest rates, the Townsend sale, and the CLNC and NRE management agreement changes. This assumes the same amount of corporate overhead as 2017 (hopefully that # is a lot lower now). My hope is that management was setting a very low bar with the most recent earnings release and guidance, and that the company will be able to repurchase a lot of stock in the near term and exceed estimates going forward. The news and tone on the conference call was such a big reversal from just a few months prior that hopefully this was a legitimate ""mea culpa"" and not a sign of more to come.",
I took a screenshot of this disclosure about investor relations and put on their face.No response to that also.,
"Unfortunately, I got seduced by the dividend, and the book value of the assets.   This has gone from a 2.5x investment for me to a .8x.   Serves me right I suppose . .  There were a lot of red flags along the way--such as the ridiculous pay packages taken by Hammato, and also the fact that they run these sleazy private Reits that basically pray on fairly unsophisticated investors. Then there was the involvement of Barrack, who seems to spend his time at the tanning salon and also counseling Trump.  But I kept thinking the stock was cheap and with the overall strong economy and strong asset markets, it should be fine.   I should have looked at the company Mr. Barrack keeps,  aside from Trump, you have Weinstein and Wynn.  Anyway, I look forward to the shareholder lawsuits.",
"""29.4mm common"" ** common share equivalents",
Does anyone know how much Barrack has of this mess?,
What use are these sophisticated analyses of CLNS's financial position when the management which has created the mess stays in place? I don't expect Barrack and Salzman to have the self respect to resign but why then haven't they been got rid of? I urge the Board and major Shareholders to do what is necessary NOW.,
"I think ""Thank you"" is their strategy.  Thank you suckers for allowing us keep up the charade and pay outrageous management compensation for another year.  Why take questions from analysts when the answers are embarrassing?  And then you get a tough question like what's your strategy?  How you visualize the company?  Where's it going?  the answer is Thank you.  If those are tough questions, the current management should not be guiding this company.",
Nothing about this excellent article has given me a warm and fuzzy feeling about my investment in  CLNS preferred stock.  Except that the shellacking it has recently received may have depressed the value so low that it is a buy now.  So should I buy more?  Maybe not.  There are better fish to fry.,
"Thanks for the great article John. Always enjoyed reading your research.As a self-proclaimed contrarian, I can't help being attracted to CLNS after so much blood has been shed. My understanding was that CLNY was fine on its own, and that it vastly overpaid for NRF and NSAM. As CLNS' gets closer to its standalone pre-merger market cap, that would imply buyers now are getting NSAM/NRF for free. As bad as the Colony people got hoodwinked, my thought is that the value destruction is not the tune that they paid something for nothing...do you have a handle on how much liquidation is for the entire enterprise?",
"I’ve owned quite a few assets that have merged. Never one as dismal as this, never lost. What a dog!",
"@author: ""Capital earns a high return when it is scarce. There's no doubt that it's easier to find third party capital for a popular sector like digital infrastructure, but are there contrarian opportunities to maximize value over time in out of favor sectors like hospitality?""From company news: ""Subsequent to the fourth quarter 2017, the Company, in partnership with Digital Bridge, held a closing for a new digital real estate infrastructure fund with total callable commitments of $1.4 billion, inclusive of an approximately $117 million capital commitment by certain subsidiaries of the Company. The Company’s investment in Andean Tower Partners, a South American cell tower owner and operator, is expected to be contributed to this new fund within approximately 30 days of the fund’s initial closing.""Investing in a growth market in south america:Andean Tower Partners (ATP) is a private independent operator of wireless communications infrastructure in Colombia and Peru.This is good news.",
"It really seems if the NRF/NSAM scam continues. NRF was nothing but a golden egg laying machine for NSAM to rape with management fees and make a couple of people (Hi Hammy) wealthier. And, I ultimately believe their biggest scam was convincing the Colony's poor innocent and confused management of how wonderful a misunderstood value NRF/NRE/NSAM was and how merger would create one solid fantastic major player. Oh, let's not forget those wonderful bonuses that if brought to a couple of the NSAM principals.I seriously wonder of Colony North Star can truly survive what NSAM and they did to themselves. Frankly, what has happened is worse than I ever expected and my expectations were pretty negative. When you deal with immoral self serving scam artists it is difficult to see anything other than what is evolving here.",
Tom Barrack~ not in the building. His skills are needed in gov!t,
Can somebody point me to exactly where Saltzman says they will sell ALL healthcare assets? Are you guys saying CLNS will have ZERO healthcare assets? How long will it take to sell?,
2+2+2= 3 companies,
"I agree with much of the analysis and comments already provided. As you examine more closely, you'll note the deals/sell offs appear to have lined management's pocket to the detriment of the shareholders. Why are the executive not held to the fundamental objective of increasing shareholder value?",
"My guess is the company will be on sale, as soon a next quarter!!Independent directors buying is a big plus.Richard Saltzman’s and Tom barracks asses should have been fired already for this debacle.Get ready to throw them out in the Annual meeting !!",
"Why has Morgan Stanley been hired?CLNS is a big wounded animal. Everybody knows it. It makes sense that some shark like Blackstone will eat CLNS. CLNS has no reason to exist as has been stated here.Anyways, Tom Barrick has a new hobby which is politics. Having sold CLNS he won’t have to divest if he goes to work or consults for his buddy Trump. I just see a buyout here as a normal and natural thing in this situation. But no discussion of this? The market does not see it either. Do you think Seth Klarman is not going to make a stink?",
"hey folks,CLNS is a cluster f**k. There in lies the alpha.Might be worth a look down here. I don't know.Value? How many over paid executives does it take to screw in a light bulb?",
"Look at it this way - CLNS now has quality leadership, plenty of tangible common equity and a sweet 7%+ dividend. Get over your disappointment. It's an obvious hold for long suffering shareholders.",
Let's keep this simple. What was the point of merging when NRF assets are then all sold off?This thing is so complicated why bother analyzing it?,
I thought Hamo and his crew were ethically challenged but current mgmt is that plus incompetent. They really have no clue what they are doing and are flip flopping all over the place about potential strategies. Did i hear correctly on the cc that they have a huge amount of floating rate debt and every 25bp increase will cost them a significant amount per share?? How can they be so clueless??The analysts are just as bad - totally missing this whole debacle and not asking the hard questions on the conf call - they are a clueless lot as well.,
"I feel quite fortunate to have sold all CLNS prior to 2018 as a tax write off. On the other hand, CLNC is trading quite well and may be a good option as it may slowly drift to book value. No reason for it to trade 15 - 20% below book other than the bad Northstar name. As to shysters, yes, both Hammy and his buddy, the former guy in charge of the non-traded assets (can't remember his name but it might be Dan) made out like bandits. They should be forced to return some of their loot. Talk about destroying capital.",
"Disclosure: I am/we are long CLNS NRE. = SADWhat exactly do the ""executives"" pay themselves for such terrible performance?  Stock symbol for CLNS should be SCAM.",
"WOOF, WOOF!!!  Hard to figure this once great cash flow machine has been destroyed. I've spent a week off the grid and was stunned to see CLNS fall another $2 while I was gone. Only holding a paltry few shares but still hard to fathom why sell virtually all the assets of NRF?? All the sales seemed to have raised very little cash as they were encumbered with debt so how do they replace that cash flow??? I thought getting rid of Hammy would solve the problems.",
One word: SHYSTERS,
No way this business is going to be sorted so long as the incompetent Richard Saltzman is in place . Just read the gibberish he came up with on the conference call (see above). If he ever had any idea of the plot he's lost it now . He should have gone with the results and it is a condemnation of the Board and the major shareholders that he is still drawing his pay.,
"How did you walk forward NRE""s NAV from 17.77 at 9/30 to 18.65?Please show us your math.9/30 FMV equity = 991.705 million / 55.8 million shares/units = 17.772.I assumed 70% euro and 30% pound sterling at 1.1814 euro and 1.3399 pound at 9/30 to 1.2311 euro and 1.3842 pound a few minutes ago. That converts to 18.472 on exchange rates only.",
How solid is your BV calculation of $10.81? Doe it incorporate the possibility that the hospitality and healthcare assets may need to be sold at large discounts to NAV since most REITs in those areas are trading at discounts to NAV?,
I'm very unhappy on how this CLNS merger has gone...I've lost a lot of money. Not sure if I should bail or hang in there to at least see if I can break even down the road...,
How did NRF go from an institutional darling to a total pig?,
"IMO the damage is done. CLNS is more likely to go up than down.  It seems that it is a buy or, at least, a hold at current levels. On the other hand NRE looks like a buy.",
Talk about destroying value.,Colony NorthStar Merger Math 2 + 2 + 2 = 3
Talk about destroying value.,Eagle Pharmaceuticals: New Clarity On Past Overhangs Reveals Solid Value Opportunity
"Nice article.  I got out a few weeks ago when it was a little over $18.  I first started with AEO back in 2007! and never got back to my investing price.  However, I felt their results were REALLY positive and I don't see it going down much as it has in the past.  Usually its a roller coaster ride,,, close to $20, then it will get back in the low teens, then back again, and again , and again.  I don't see that happening this time.  If it does happen to have a nice pullback, I will be reinvesting though.",
"AEO seems to 'get no respect'.  Last week ANF rose to $23+ on it's earnings call, with earnings loss guidance for the next 2 quarters.Back in February, I sold the March 16th $21 covered calls @ $0.35/sh when AEO was in the low $19 rangeThis Wednesday evening, when AEO closed at $20.57, I was cautious that the $21 options could be exercised next Friday, if the earnings call was positive.So, with the 9:00 am Thursday morning Conference call announcing a 10% dividend hike, $400 million in cash, no debt, higher comps, Aeerie Brand sales soaring..., I fully expected AEO's price to be above $21 at market open, and that my shares would be assigned next week.   Obviously on the heavy trading and sharp price decline, the analysts and financial advisers advised institutional investors to sell, based on the reported declining margins, anticipating that promotional discounting for AEO's products will continue to be necessary to sustain sales.The fundamentals reported in Thursday's earnings all are strong, management knows how to sell AEO's products and keep SG&A expenses down, the US & Global economy is strong, consumers have more cash, reduced income tax rates...I can't see AEO's price not staying above $20 for the next 3 or 4 quarters.",Buy American Eagle's Pullback
CLDR is taking a beating.  Maybe 12 bucks today.,
"thank you for a great write up on cldr, very helpful, thanks again Mr Josh Rudnik",
"I am a believer for some time and patiently wait, but feel that you have left out a big issue, competition. By that I don't mean Hadop but the big data companies from Oracle, to Workday, etc., who will either buy their way in or compete directly with their own products. Without some discussion of this, the article is like cheer leading without enough substance. why is CLDR better than Hadop or others?",
"Nazareth, I don’t think you have analyzed your answer, look at a comparison of forward revenue growth vs EV/Revenue multiple in the software space and you will see that CLDR trades a low multiple overall and especially relative to its growth rate compared to Enterprise software names and especially compared to SaaS names.",
breaking out? I would say an entry here is premature until the company shows the growth to warrant a break through the strong reaistance at 20.85,
"""I am buying stock in the name, with an eye on my stop-loss point.Disclosure: I/we have no positions in any stocks mentioned, and no plans to initiate any positions within the next 72 hours.""???",
A lot of people also do not understand that the cloud competition such as AWS EMR is a non starter for Enterprise customers because it does not offer Kerberos security features and you can’t maintain a persistent connection with a single CPU node which is a big problem for mission critical Enterprise software. So the thesis that cloud competition will mute the growth opportunity for Cloudera and Hadoop was pretty shallow and does not reflect the realities of an Enterprise software environment even before Cloudera took its superior PaaS Altus product to market.,Cloudera: Cloud Technology Could Lead To Explosive Growth
I can't agree that ALS or HIV are hidden assets.  I would strongly argue that both join the group of other disease targets (numerous) that are awaiting delivery progress to unlock their value.  Alzheimer's is one example in the tau category joining perhaps a half dozen others that are in line if NHP monkey data shows AAV deliver past the BBB.  CNS is a very large opportunity but the delivery has held it back.....at least so far as I referenced in my article published today,
"What do you think of $EDIT, $CRSP?Not gene editing stocks but bearish on $ANAB.",
Don’t forget CLLS and NTLA,
"Trade CRISP, sat long SGMO",
"Stay long on both Crsp and Sangamo, both r personalizing medicine!",
"Stephen Hawking turned. 76 on Jan 8, 2018 so “might still be alive” is false news! Not to nitpick but Dr Hawking would take exceptiom to news of his demise! However, exc article; my best friend, also a brilliant scientist, died of ALS plus another good friend ofmine tho less renowned...I pray for a cure!",
"Dr Tran, Thank you for the enlightening discussion of Sangamo's approach to treating ALS..There is an important typographical error that you will want to know about: Stephen Hawking is 'famous', not 'infamous' as mentioned in the article. This is not nitpicking even if someone claims it is.  It boggles the mind to think what might happen if Hawking might be rejuvenated by Sangamo's treatment.",
"I'm surprised you haven't mentioned the tauopathy-related diseases (e.g., Alzheimers) as another ""hidden asset"".",
Thanks,Sangamo Therapeutics Part III: Elucidating The Prospects Of Amyotrophic Lateral Sclerosis
Thanks,Homology Medicines Files For U.S. IPO
"Thanks gutcheck and yes, I hung in there with TWMJF but I lost my guts on Aurora and Aphria.  I think the highest risks now are management teams, effective capital allocation and development strategies that are effectively being implemented, not legislative, hence my dumping of the two ""A's"".If I was mistaken, I can always buy back in once the dust settles.m",
Sold yesterday morning when the news of the conservatives in Parliament were forcing a stand up vote. Congrats to all you guys who had more guts that I did. I'll be back on the $TWMJF train soon.,
"If congress had a joint session, it would be legal tomorrow :)",
"read almost the entire thread... regardless, my position wavers non-other than liquor = weed +...  I think constellation agrees",
Nobody has mentioned the FACT that Canopy already has a partnership with Alcaliber to distribute MMJ in Spain and the rest of Europe ......whats up with that ????? This is why they are bidding for this company not the fact they control the Morphine market. This part of their business is just a bonus       Thx,
"Yes, have some faith in human greed (like I and gobirds do) since no matter what the idealogues may say, ""in the end.....$$$ talks"".  Succinct, right on and worth betting on in my mind.m",
in the end.....$$$ talks!,
"Anyone else get just a tad nervous reading through the latest Canadian Parliamentary deliberations, and the steadfast opposition (and frankly very effective debate points) of the Conservatives?http://bit.ly/2DhNtzEhttp://bit.ly/2GdYghi",
