字段,标题1
"To what extent do you believe the $90B investments by other (than Tesla) auto manufacturers?  It will be hard for them to turn the ship from their entrenched legacy ICE investments, not to mention the supply chain and theirs.  Retooling and scrapping are huge obstacles - psychological if not merely economical.But it is not just cars, trucks or even ships.A huge amount is likely to go into solar and wind battery storage - but, to what extent?Also there is a growing business of electricity banking such as in Vermont.PowerWalls are being installed (soup to nuts) for $1,500 so customers will charge them on the grid for dumping back to the grid for peak usage in order to avoid revving up standby coal.Simply charging PowerWalls on a vast scale enables power production to be kept high and steady to surpass daytime demand with surplus being stored for peaks at dinnertime.  More efficient grid supply operations result in cost savings in the end.",
the Chinese already locking up long term supply agreements mostly with aussies due to supply and proximity. seems like they will be the opec of the lithium market. questions buehler buehler,
Many are confusing lithium with lithium Battery Technology.   Now whoever owns and licenses the patent technology for the best lithium battery will be the best stock to buy and make a lot on that particular stock.  Lithium is found in quite abundance on every major continent.   So there’s not a shortage or even a projected shortage .  Why are readers buying it?,
"The Chinese have already built a cargo ship for short hauls (50 miles) that is totally lithium battery propelled.  Once they include PV cells and wave action to recharge the batteries, or other advanced technology, the distance will increase and further drive lithium demand.",
seems like the uncertainty and production shortfalls at tesla are startin to trickle down to various eco system suppliers in lithium. keep the positive news comin like the Chinese electric bus ramp up and geely saying Volvo will be entirely electric by 2019. imho ramp ups and progress seems more imminent in china and Scandinavian countries than in  us and Canada.  seems like weed stocks getting more buzz no pun intended. glta rr,
The MS analyst who predict this has a amazing 0.9% return last year in his portfolio!,
"If lithium price action declines over the next couple years, wouldn't it make sense that the small producers would eventually go out of business? Then, the big players like Albemarle and SQM would most likely survive. Such a huge drop today on Albemarle with the MS report that price declines would be expected as early as next year or a couple years later. Why the drop today for such a longer term situation that really can't be validated. Scared investors off, but they will return.Not a fan of MS as they periodically attempt to influence price action in other stocks as well. More than one person has called for an investigation of some of these crooked brokers.",
"Hi Matt,Why is Albemarle (ALB) shares falling even though the lithium market seems conducive to share price increase???",
"Tend to agree with observation that Morgan Stanley may be shorting Albemarle.  One investment site,  http://bit.ly/2F6JevB, whose reliability I have no idea about published following comment on Albemarle short positions""Albemarle’s short interestAs of January 31, 2018, Albemarle’s (ALB) short interest had increased in a big way since its 3Q17 earnings announcement on November 8, 2017, which indicates bearishness. Between November 8 and January 31, ALB’s short interest as a percentage of outstanding shares rose to 8.2% from 5.4%, and its stock price fell from $140.84 to $111.59.""They attributed this to SQM deal with Chilean government to increase allowed levels of production but MS may well be trying to amplify the impact by their announcement today",
What is the ticker for your metals fund,
"No matter the accuracy of their predictions; their track record; or, obvious conflicts of interest with IB--any Morgan Stanley analyst will make a print.. So what? Li is not sodium chloride. The timing of new, large scale capacity coming on stream tied to a pick of demand is not a snap of finger. Capital commitments required for such ramp up are the result of serious-detailed-and well footed studies..not a whim triggered by a stock pattern.  Matt is completely correct when he says follow the money..",
"MS needs to be investigated, ANALyst is out of whack with all other projections.Tesla Semi will need a lot of Li.The man is delusional at best, criminal at worst",
"Matt, as usual great summary, thanks.",
Care to comment on the Morgan Stanley note regarding Lithium prices dropping -45% by 2021? Seems to be having quite an effect on price action today...,
"Matt,No news for OROCF?",Lithium Miners News For The Month Of February 2018
"Since the stock price decline there have been no large option trades in OLED until today. Today Bloomberg published an article that was negative on OLED for 2018. With OLED closing down at $125.55 someone spent $703,500 on 1,500x June $130/$120 put spreads. The $130 put delta is in-the-money which somewhat hardens the delta and probably makes this an outright short position with the view that although the remaining downside may or may not be substantial, the upside has been beaten out of the stock (at least until the back half of the year).",
"Great report, but I have been wondering for some time whether leading edge sensors are better off with OLED screens?  This could provide an entirely new market for OLED screens, as sensor equipment proliferate all over the world and across all manner of use cases.",
Looking at qqq spy Iwm dia they don’t look good so I would wait a couple of days to see what’s going on. If oled hold ground on market down date I would more convinced to buy,
pls people be nice to OLED there is nothing out there for me to buy. all the stocks are so expensive and OLED was so pretty once...,
"Will be slow to recover, I dont see it getting back to 180 let alone 200 this year",
even elon musks rocket felt some resistance last week when it broke through atmosphere..  ...but guess what...it busted right through it,
Buying more on the dip.  Been in OLED for more than a decade and still like it.,
seems to be heading into the green!,
trending upwards....if it ends day with green arrow it will most likley have bottomed,
"Just curious....what planet are you people from?? Or maybe it's the punch bowl you're drinking from.OLED went absolutely parabolic in a short period of time. Undeservedly. Now it's been revealed the company has some warts. Well, the piper has to be paid. Bigly.We see this one as follows: if market grinds it's way higher, this one will churn. One may be able to trade it if one is a successful trader, but that's a difficult row to hoe. If market goes down, OLED will get clobbered...possibly down to $90 where it had a huge gap up. Odds are significant that gap eventually gets re-traced.Finally, the company changed its revenue recognition accounting. Someone please tell me what the effect will be on future growth rate. I'm dying to know....I'm an accounting major and a former CPA, now investment pro for 24 yrs, but maybe I'm just stupid, so help me please.As always, do your own DD.Cheers!",
"The stock got ahead of itself and it has now retreated to October 2017 levels. The fundamentals are still very good, even with the weaker short term guidance. With the Samsung contract sorted out and a number of new clients on board the downside is very limited. I bought back some shares at 129 that I sold on the way up for 142. Blue emitter, Samsung getting back into OLED TVs and longer term OLED lightning could give an important boost to the price. And in 3 months solid earnings and raised guidance would help.",
the hype over oled put its stock up to 210.you could get how much people are expecting from it,
"I hope you are correct but 2018 could be hard for shareholders and add the market volatility and uncertainty and it makes for a bad combo. I rebought some at 137, we shall see what happens next qtr.",Universal Display: The Guidance Game
"I hope you are correct but 2018 could be hard for shareholders and add the market volatility and uncertainty and it makes for a bad combo. I rebought some at 137, we shall see what happens next qtr.",Ashtead: Currently Undervalued
"you're a boss, Mr. Phillip. good show!",
Go LQMT.  Been a long time shareholder and hopefully we get good news soon.  So much potential for this company and Li is building this company back up.,
Good ideas. I'm going to think about that GE trade.,
"Hi Phil, I enjoy your daily posts on seeking alpha. One question though, on your recommended 3 way GE trade (long 1000 shares short 10 2020 Jan 18 calls and short 10 2020 Jan 15 puts), why do you not instead simply sell 10 of the Jan 2020 15 puts, and 10 of the Jan 2020 18 puts, since (except for the value of a voting rights) long stock + short call = short put? - thanks!",
added GE at 14.20 today,
"Hi Phil, I enjoy your posts. When you look to deploy these strategies on select stocks do you factor in the level of options open interest or options trading volume? Most months in stocks like HOV, CLF, LB, HBI seem really light in that regard and thus risky to me.",
"Good luck Phil, though I don't think you need it :o)Wish I was there.",
Who cares?,Monday Money Show Special - Live Trading Challenge
I hope HK hedges much of their oil production once WTI goes $60+ for a least next couple of years (2020 and onward). Hope they will play it smartly and conservatively couple of years out and protect from liquidity drying up and potential recession. Way more interested in getting intrinsic value of stock and staying solvent than to catch all upside possible. Halcon stock prices have been getting punished like crazy.,
I hope bullish oil market can help the stock gain a couple of bucks. It's tough seeing HK stagnant while other equities are seeing gains.Anybody knows when HK could start to get into mid $5's? When is appreciation expected? Maybe production growth can lead to price increase in 2019?,
"I just noted that the short % of the float on HK is now up to 20%, which is pretty large. Seems like a terrible risk-reward to me to short HK, but still interesting. Do you have any clue what the short case is Laurentian? Is there reason to think the acreage is performing sub par? Is drilling data and well production public?",
"LR,What is your latest assessment of Halcon? Where do see it going by the EOY?",
Thx . Any other E&amp;P in Permian you advise to read on . I found that the Permian takeaway constrain is an opportunity rather than a curse . Early this year ; I take into cve on the wcs/wti spread in slum ; it turns out to be a very good play .,
"LR, is it the reason for  HK  not performing compared  with other oil producers is because of the pipeline constraint?  If that is the case, can i say HK will be the 2019 star stock",
"Heavy volume today, Franklin?",
At this rate they will be done by next month.,
Have we finally begun the process of freeing ourselves from Franklin?,
"LR, what is your take on earning. I don't like their hedging.",
"LR, I just bought some HK today after many times reading your articles and others' comments!  Hope after hour ER will be good! Glad to know that Ares bought more HK!",
"22023171,Looks like valuation does not matter these days.",
They have more hedges for 2019 than 2018. So this is really a long term play if they have to ramp up production. Hopefully service cost won’t go thru the roof,
"Painful to hold this stock when other stocks like GPRK, DNR are kissing 52 weeks high. Patience is what needed most here.",
"LR,Do you know how many shares our friend from Franklin is holding now. I am following another company EXXI, and it seems Franklin sold most of shares of EXXI.",
Think the lows are already in on HK with insiders buying I picked up more shares at $5.02 this morning.,
LR- again great article and nice call getting this on my radar.  I am hopeful that vtvt will double in size in the next month and the stars align where I can swap into HK when it is hopefully in the low 4’s and oil is more in favor.  Good luck and hopefully we get our wish for lower prices so we can amplify our gains.   Let’s keep this thread alive.,
"Concho sold 20,000 net acres, primarily non operated, acres in Ward and Reeves for $280mm.",
"This is a classic case of ‘less is more’.  While the market struggles to grasp the true value and high level analysis of p/s and overhead and costs are looked at on the surface while not looking under the hood, you get the current price deterioration in s sector that is selling off any news at the moment.  Just look at the recent news of QEP and the market yawned.   My advice is get the cash ready and be patient.  Very possible that HK hits 4’s before the upswing based on the selling overhang that needs to be worked through (possibly lower).   Then pile in BIG, lock it up and enjoy....",
"The recent quarterly report 25M sales,, if annualized  100M ,, Market cap 842M , how  can an E&P company be worth 8 times sales.? even if sales triples to 300M it is not cheap. Is there something I don't know ? Exactly why did sales drop by 75% ? Please , where am I going wrong?",
"Why it is going down? Bond holder is selling? Exactly same thing is happening in EXXI. Do you know how many shares Flanklin has left, if that firm is selling?",
"LR, do you have an estimate for 2018 ebitda? I'd like to know the valuation of HK on an operating basis. Thanks for the write-up.",
"LR, have you looked at SM at all?   I am looking at it around $20k per Midland acre.   And their Howard county properties quite good.  Very high oil percent and good returns. A bit messy though to put a value on their Eagle Ford and smaller Rocky position.    Their Eagle Ford mostly gas followed by ngls.   It’s mostly production  value and probably not in acre value in their location there. ESTE possibly  better, but I like Howard county over Reagan at this point.",
"Looking at JAG, I am computing production adjusted enterprise value around $24k/acre.    Overall, I like their land locations a bit better than HK.  At least well results seem better.   They seem to be most comparable to HK, being concentrated in a similar area. Cash costs running lower than HK.   Although they may be higher in non cash G&A.     Would like to see their year end results.",
"I can't understand the ""As of February 2018"" where adding 3,000 acres appears to lower net per acre by $4,000.  Math just doesn't work any way I figure.",
"Debt will be a bit higher now than the 9/30 adjusted level.  Maybe $75-100mm. Interesting that the median valuation, based on enterprise value of the Delaware companies you list, is around $24k/acre.     That might be a reasonable target.    Market seems to put less value per acre than transaction prices.",
"jcolbyclark I tried to figure this out awhile back. I finally gave up sec data, web artticles, etc. etc. you would think it would be simple I found out differently and just reduced my position in HK and moved into OAS and QEP. If you figure it out please share. Thanks to LR",
Halcon Resources: The Case For A Strong BuySomeone should pass this along to Franklin,
"Any thoughts on why the sellers are selling the Ward acre to them so cheap?     I can see at monument draw  HK might now be the best buyer  since they already have the neighboring property. The main part of the value thesis is the that acres they bought in Ward in past months and past year for less than $15k average are now worth $33k. That leaves 2 possibilities.   They got a bargain or they aren’t worth $33k. I admit results are good there, and they probably got a bargain due to risk nature and maybe need to drill to keep the leases.  As noted before, Pecos results are not super exciting so far.   I think they paid full value or beyond there.  Fang deal certainly seems better at the moment. My gut is they won’t get a $33k /acre valuation as an operating company (maybe in a takeover), but it certainly could get to over $20k.   A number of companies trade below what value per transaction acre would imply.   Maybe in cases where operating costs  seem high and maybe faith in management not that high.",
Well done series LR and very reasonable PT.  Look forward to following this one!,
An investment here essentially comes down to ‘Faith in Floyd’!,
Price target?,
"great article. what value are you attributing to production and what metric are you using to get down to an adjusted $ per net acre valuation for comps? also, I think some of the comps might have off balance sheet liabilities or acquisitions that aren't yet accounted for in enterprise value, making halcon proportionately even cheaper.",
Author’s reply »,Halcon Resources: The Case For A Strong Buy
Author’s reply »,"3 Things In Biotech You Should Learn Today: February 25, 2017"
"As someone who has run a medical group and dealt with SRCL I can tell you I wouldn’t use them again. Their contracts are abusive, they are more then twice the price of competitors and customer service is lousy. We dumped them and would never go back. As an investor it’s even worse (sold out long ago). Tons of debt with rising refi rates and falling revenue to support it. They won’t go to zero but will go much lower in a bigger mkt correction.",
"Agree, wish I would have nabbed some when it was briefly under $60.",
"Sell, and then sell short. I have said this many times before.  Lost customers are NOT coming back.",
"I'm going to give it another 4 or 5 years, but if prospects don't improve I will cut bait around that time. It currently occupies the #1 stinker spot in my portfolio.",
The issue is lack of growth prospect not so much the cash flow,
this chart looks like grim death since mid 15?????????????,Stericycle: $60 A Share Looks Attractive
"I own CB, TRV, and RE. All are top companies in their field, and overall, it gives great coverage for the many different ""types"" of insurance. I bought more RE after the hurricanes and it has been a good trade so far.",
"Reinsurers have been looking toward the Japan treaty renewals at 1st April to push back on prices. Japan for this season has been fairly benign for cat losses (so you can see where that argument goes between the reinsurers and the clients) though attritional loss across various classes has been on the rise.   Issue with Japan treaty is its a market that reinsurers clamour to take a part in and so over capacity becomes an issue.  The major insurers here can then cherry pick through the security and/or quoted terms. The lead quoting markets need stick to their stance though they too are nervous about a reduce signing as they are under pressure income wise globally.I guess i would rank Everest Re as a middle tier market - they certainly would be best off concentrating on the insurance products side of the fence.In the last few years the China Insurers have also been dabbling with reinsurance - though they are backed by fairly larger groups in their market but tend to find a lower acceptance across international buyers  -  though again its added 'reinsurance capacity' to an already wide pool  -  they certainly have not broken onto the 'international scene' though China Re's Lloyds (as in an operation in London) arrangement in 2014 points to that they'll grow ......... my belief is you'll have maybe 2 China carriers that will take reinsurance to an international stage eventually (you could see the government pushing for globally recognized companies in so called respected industries).  The Japanese companies have done that but only through acquisitions and then generally by retaining that acquired companies name.I've thought for a while that Aspen would be acquired by a Japanese carrier - either MSIG or NKSJ - though from memory MSIG acquired a player in the last 2 years so that's less likely to happen.  NKSJ as a company has a more modern thinking than a Tokio or MSIG but for some reason they trail their rivals in this 'acquisition' spaceSwiss Re and Munich Re.  2 behemoths of the industry.  It still sounds like the newish Insurance direct marketing side has its issues in penetrating the insurance field for Swiss Re - from memory Munich Re were slightly ahead of them.  I'm not sure, from an investment standpoint, either of them is worth writing about.   Swiss Re is certainly trying some novel ideas with the recent investment collaboration with Japan's Softbank ( Feb 2018 )  -  apologies perhaps my wordology isn't great  -  and it will be interesting to watch and see where that goes.  Again from investment standpoint there is better place to put money, or so it seems.Apologies for my long comment.  Not sure where this all came from  -  i think that odd Swiss Re and Munich Re comment above you were given ........ i was also just typing up a review on the latest Sci-fi book i just finished and i am trying ( oh so very hard its proving ) to finish off my business plan for a broker business ( reinsurance ).   Fleet of finger i guess ......",
Thank you for the write up. Love this co. insurance tuning the corner bigger profits ahead. Nice safe  conservative mgt hardly any debt buy an hold KEEPER!!!!!!!!!!!!!!!! THANKS AGAIN,
What do you think about Munich Re and Swiss Re?,"Everest Re's Strong Reinsurance, And Improved Insurance, Operations Are Building Value"
I broke every investment rule to make TUSK my 50% of my portfolio...Mind blowing growth...last q ebitda alone is 110M doller for a company with about 1B$ ev...q1 will be even better extra ordinary management team and vertically integrated oil service company. this company is still under the radar....pleas just look in the last earning report and conf call ...buy this extremely profitable and growing business...,PRO+ Weekly Digest: Focusing On Contrarian And Under The Radar Airline Ideas
I thought the dividend was %8.5,
Thanks for the article. One of my concerns relates to the technology switch...and I would appreciate a further comment on this point...Many large banks (I particularly follow Santander) have launched digital solutions that are promising. Are we sure Hsbc is well positioned to withstand this kind of competition?,
Italian bank Intesa San Paolo ISNPY yields about 7%,
Thanks,HSBC On Track To Deliver Growth
why is Wall Street and big investors so negative about gassy stocks like Apache and Devon?  I thought natural gas was good?  I am not talking about gas generated by flatulent human beings which is disgusting; but rather the clean gas that comes out of Mother Earth,
So if Harris is correct......if you buy Apache at $34/35 today the North Sea and Egypt are worth $34 so you are getting everything else for free......WOW!    The market can be inefficient but I call BS on this...........,
"8 months ago there was an article: Apache's depressed stock could double July 8 2017. Stock price has only deteriorated since then but the fundamentals have not. So maybe the idea of Hassis Associates who further increased position by the way, is still valid.her some excerpts of the article:""But some well-regarded stockpickers are quietly scooping up Apache shares, on the expectation that they could double from a recent $45. Harris Associates, parent of Oakmark Funds, and Davis Funds substantially increased their stakes in the first quarter. Says Tony Coniaris, a manager of the Oakmark Select fund: “We believe value will ultimately be realized, either by the market or by a buyer.” ON A SUM-OF-THE-PARTS BASIS, however, Apache shines. Consider its 1.3 million acres in the Permian Basin. Based on Harris Associates’ assessment of 25 private acquisitions in the Permian area since petroleum prices began falling, the core acreage alone could be worth $20 billion, or about $50 a share. That’s more than Apache’s entire market value (see table). Then there are the Egypt and North Sea properties, worth about $34 a share, and Alpine High, which many analysts currently peg at $15 a share. Subtract net debt of $18 a share and you get an asset value of $81, 80% above last week’s price. Davis Funds, for its part, believes Apache is worth around $90, according to Kent Whitaker, a portfolio manager.",
"I just took a position today. Market not happy with production levels which is understandable.  However, balance sheet strengthening and decent asset base. Decent company, just not best of breed.  Hopefully management has been managing Mr Market's expectations with all of the ""negatives"".",
Very good analysis. You have a way of using the data to come up with your own conclusions rather than relying totally on a company’s management to misdirect or mislead you.,
"Production has been flat, but management have repeatedly stated that this has been the intention. And, LT, it's better to sell at $65 than $55, or whatever.",
"I am not understanding the negative articles which are coming out concerning Apache.  Management has been working on Alpine High for several years as they carefully studied the land formations, acquired the land and drilling rights, and commenced drilling.  It has all of the marks of a company looking for the long term; it does not want to be a flash in the pan.  I am long APA; I would like the analysts to be right when they project a price of $55 in the next year.  In the meantime, I continue to buy as the price remains at these two year lows.Just a thought or two.",
in at the bottom...,
"in the most recent earnings conference call, management indicated that the percentage of oil in Alpine High should grow over time and that they were fairly confident with that.",
Decent analysis of the situation.  I think it is a strong buy here view most if not  all of the negatives are known now. Maybe the Permian without Alpine High is already worth the share price of $ 36.,
Bought more on the recent dip.,"Apache - Potential, If Management Delivers"
"Thank you for your article. Question please, I noticed the S G & A expenses projection more than doubled for the year 2018. An analyst asked about this at the conference call as it was surprising and it wasn't taken into account in the models. The entire sales force shouldn't have cost more than 30 million, Q4 has partial sales salaries taken into account.Do you feel the overhead is too much? the expenses are almost going up like 80 million dollars. Is that justifiable?I'm holding long anyway because of the pipeline and the science, but it seems they're cost management and overhead management isn't very good.Would you please comment on that?",
"""The incidence of Parkinson's is expected to double by 2015.""  What date did you intend?",
"Thanks for the update. Successful commercialization, always a challenge,  will be the key SP driver in the coming months. Long Adamas",Adamas: A Look At The Potential Opportunity With Gocovri In LID
Ooof on MDXG,
Do you foresee good sales numbers for RELISTOR this past quarter?  I think PGNX  earnings is 3/8/18,
"FTYou may be right but they have addressed it several times. Never hurts to do it again but I don't think the CC was that bad. The guidence remained strong, the staffing to achieve guidence is in place and being strengthened and the clinical are moving on. These are not big city guys .You have to cut them some slack.Look at the sec fillings. Several officers  converted 2020 options into stock recently. This required them to pay taxes on the options and add to their shares. Look at the shareholdings and lack of insider selling for more guidance on this point. In all event, lets move on as time will give us answers. best SC",
"FTif you bought the stock then you drank the cool aide which is to say you liked what you saw.2.Your comment about the CC is hard to understand .If you go to the mdxg website you will find a full section which is devoted to debunking the points made by the shorts. The company has tried to respond line by line. They have also sued  and were upheld by people who made false claims. I doubt if they could do a lot more. A CC is not a place to read a long list of accusations and then rebut each. In fact if you listen to earlier cc they have at times done this.3.What they did do on this CC was confirm the number of new hires in marketing. Keep in mind that after 6 months or so a salesman is good for about l million in sales. Management again confirmed the guidance for 2018.4.If you look at recent SEC filings you will also see that senior management have also converted more options into shares so that they are in fact buying more equity. Granted at lower prices .The point is that they are putting good money into the company.Overall, in my view the CC did what it was supposed to. Your characterization of the CC as poorly run does not hold true.If you want a line by line rebuttal go to their website.Time will tell. To evaluate a firm like this you need to understand both the science behind the product and the quality and experience of the management. Since you have purchased shares, you have done this and come up positive. Can they improve, yes. Most organizations can. Best  SC",
"FTWe have both drunk the cool aide. That said, have met senior management several times and been following for a few years. The revenue generated by the firm and the new products now under development, give this firm lots of basic stability. Does that mean that it  will not encouter issues from time to time, no. But it does mean that they have the resources, talent and will to overcome issues which may arise. Some of the same shorts going after MDXG have also attacked Exas  without manjor success. That said, time will tell.",
"FTAgree that any issue with MDXG could be a localized one not a systemic one. Keep in mid that the ceo has previously sold two or three companies to larger firms. As best I know there were never any suites about mismanagement or misrepresentation by any of the buyers. This tells me a lot as if they had regrets the shorts would have been all over it. Moreover, since the Va sales as best I remember were never more than about 25% of total revenue if that, any issue was contained in that area and since they are now selling directly, it has probably been eliminated. Overall this is a very interesting company as you have suggested. Yes I'm long. SC",
What’s your opinion on PLX and NVO?,
Pgnx is different SGYP   SgYP is one drug company and mgt are being sued with NO TRUST !!!! PGNX has multiple possibilities - so analogy is different. SGYP selling at $1.96 is worth $4.50 - $5.50 in a sale Which they may have to do !PGNX is worth much more if ALLPotential realized !!!,
is blrx the one that owns a piece of ast?,
Does BLRX have any competitors for the AGI-134 and BL-8040? Is there any company who's testing drugs for the same target diseases and might beat them to it?,
Thanks for the mention!,
"""we believe that MDXG under $8 - and following an over 50% drop - is a buy"".Not in my world it is.  CAUTION is the watchword here.  While I agree with your assessement of the products, the company is a hot mess.  Once the smoke clears, perhaps months from now, there will be plenty of time to find a less riskier entry point.As a former shareholder (who closed a long position months ago), it's on my watchlist and will remain there until I get more detailed data.  Advise others to do the same.",
If one wants:SpeculativeSmall Cap focusDiversificationMONTHLY PAYEmployed Leverage at low costOnly one  trade to purchase:SMHD,
Much to study here - thanks TFT! What dofeelabout the investigation at MDGX?Bart,
"TFT -- Your New Team has many picks for many SDIs. With the addition of Team-S, you've closed the loop with picks for those also interested in speculating. I've made my share of speculative investments (and unfortunately, also a few that moved from relatively safe to speculative). IMO speculation 'done right' involves discipline--spreading X% of one's portfolio across 4 or 5 positions, while fully expecting 2 or 3 positions to become TR failures; 1 or 2 positions will likely survive and perform modestly; and if lucky--1 of the 5 positions will become a 10-bagger.SDI are not likely to become wealthy speculating...most cannot/should not logically allocate so large an investment devoted to risk/reward speculations that success is likely to will make a significant difference in their net worth. Speculative positions often have very high betas, and require close monitoring to know which price changes are important, and which to ignore. As I'm in the late stages of removing excess risk from my portfolio, I no longer engage in speculative investments.  Nonetheless, setting aside X% of one's portfolio for speculation keeps the juices flowing when much of the action trends toward boring.Rich-unck:12hrs.p.s. Progenics looks particularly interesting; institutions own 84%, and its 5-yr revenue growth rate is near 30%.",
"AAXN has the potential for 1,000% return, or a 10-bagger, as it continues to grow extremely fast with undervalued share price.  Worth a look.",
"Hmmmmmm. I think I will stick with your original A team, with possible one or two modifications. Why change or fix something that ain't broke? LOL!",
"Got to say, I didn't know TIVO was doing all that, use to be long that stock, so I will take another look. Thx",
(S)upermarket of Ideas-(S)tudy and Learn.(S)peculation for any (S)ector.S was on the chest of Superman....it belongs with these choices and Super choices for your team.Thanks So Much Alwaysand Good Luck- but I bet you won't need it.I am following and still on the ground way behind you most of the time- as you fly away in your glorious (S)uperman (s)uccesses with these Teams and all you do.:)) Rose,
"FT -I like stories such as these, thanks. couldn't resist comment straight away but will enjoy researching them a bit more. Every so often 'product based' small caps turn into Swans (no and I do not mean the SWAN investing speak, but the real deals). I think about that every time I open a ""Snapple"" - which foolishly I didn't buy.... Great choices... Jayps - I will be particularly interested in the baby oil, as I have a drawer full of 80's vintage Certificates with snappy names like Amber Pete and Peninisula Resources.... jp",
YAY! My study article has arrived on my desk! Thank you Fortune! I've been looking forward to this!Wishing you a fabulous week ahead!Zaan,Meet The Team: The King Is Dead. Long Live The King! - Part IV
"I feel that people are waiting for the unlocking period before buying, guessing that the price will fall. I am not sure it will. It may increase.",
Read The Bear Case To Sell Short ROKU https://seekingalpha.c...,
bond vigilantes listening to SEC chair: moving rates past 3.1% and pre-markets tanking http://tinyurl.com/yan... goodToShort Wed,
Right now it seems like they have an inventory of about 4 ads on their system. You just see the same ads over and over.  Hopefully this will expand. I find the metadata lookup to be amazing although not all content providers are in the search engine. I could see them being bought by a Microsoft.,
I use streaming (NETFLIX and Amazon Prime Video) with my 100€ Blu-ray DVD Player because my XBOX 360 Menu takes ages to navigate to where I can start watching. Never use my ChromCast - the quality of the image is not good enough. I am in Germany.,
good research. I think Roku started way before AMZN or Google Or AAPL. What I would like to know from author is the market share growth rate in last 5 years between these 4 players. The 37% market share link has only 2 years growth numbers. That will tell us if Roku can maintain the leadership position or not.  Thanks.,
"I like your optimism, but there are good reasons why the analysts you cited don't share a positive outlook.  ""All signs point to explosive growth"" misses quite a few signs.  Institutional investors are contributing to significant net outflows in the most recent 13F filings with their decreasing positions outnumbering increased positions 17.7 million shares to 5.1 million (3.4:1) respectively. Sold out positions number 5 million shares to new positions of only 1.6 million (3.1:1).  This is one set of signs that investors should be very cautious, there are more.",
Cue is here to create fear. Spammer imho.,
"Above I mentioned that short interest in ROKU rose to over 30% over the past month as the share price rose unexpectedly. At the moment its 35%. This writer at Dow Jones agrees, saying Roku became, ""One of the most heavily shorted stocks on the Nasdaq,"" after rising far above its IPO price of $14.00. Now the question is, what will the share price do between now and the end of summer months? I personally believe that the answer lies with the company PR division. If they promote the company, provide news and information on a regular basis, maintain public interest, the share price will likely stay at least 2X the IPO and rise eventually to over the most recent high of $58.00.""How Roku Came Up Short""By Dan Gallagher 12:44 PM ET 2/22/18 | Dow Jones""Roku, the maker of TV streaming boxes went public in late September and was an immediate hit. It's first quarterly report as a public company six weeks later fueled the fire even more, sending the stock into the stratosphere. Roku's share price more than doubled soon after and closed out the year above $50; it had listed for $14. Dangerous ground, as it turned out. That post-earnings surge put Roku's stock price well above the $28 median price target set by analysts, most of whom are extremely optimistic and are employed by the banks who underwrote the IPO. Short-sellers pounced. Prior to the company's fourth-quarter results Wednesday, more than one-third of Roku's public float had been sold short -- making it one of the most heavily shorted stocks on the Nasdaq. The shares thus fell sharply Thursday following Roku's latest report, which contained a first-quarter revenue outlook that was below what the Street expected.""Good luck all!",
