字段,标题1
"Good article, but many mis-compares.PYPL isn't to Fintech what CRM is to CX SaaS, it's what CX is to all SaaS which is just a small piece.  CRM dominates CX, but not all SaaS (CRM isn't even a player in ERP, HCM, etc.).  PYPL isn't even a (major) player on transaction processing, B2B, etc. (not saying it should or shouldn't be, but it's only a player in one segment of Fintech, that being C2B).iZettle isn't an equal to SQ.  SQ has a much more robust footprint offering in its platform than what iZettle is doing.  Not saying iZettle isn't a nice piece, but it's not what SQ is.I'm long SQ, PYPL, V and MA so I have much of Fintech covered, and PYPL is a good piece, but it's not really (yet) competing with any of those others (and maybe it shouldn't, or should).But, overall, good writing, thanks.",
"Please define ""take rate"" for those of us not familiar with the payment area. Good write up!",
Going to $100 in the short term.,
Nice article. Long PYPL.,
"I think that Google pay an Apple Pay or formidable competitors.  However, I don’t think PayPal needs to be number one in it’s field to justify it’s valuation… As long as they are in the top five, PayPal will do fine. I think the market is big enough to handle multiple players. I also think PayPal is attractive because it could potential be a takeover candidate at one point… Would make a great acquisition for Apple, for example. Long PayPal",
too rich valuation,
"Long PYPL - personally, I don't buy online unless paypal is offered and my customers (my online shop) use 90% PYPL, about 10% credit card. Everyone knows Paypal and it is hard to push the ""original"" from the throne. Great business!",
Excellent article. Long PYPL MA V,
It’s being squeezed for the buy back and we won’t see double digits anymore this stock will sit comfortably at 100+ end of the year.,
"I would like to see PayPal have a larger presence in Point-of-Sale transactions for small business.  The small vendors I frequent use Square and haven't even considered PayPal.I am still getting up to speed on PayPal's solutions and have yet to see all that they offer, but Square's suite of inventory and sales management apps seem like low hanging fruit for PayPal.",
Is their anyway to figure how much market coverage is for Google and Apple pay? Over the period of time I believe Apple Pay and Google Pay will win big time. I find myself using Apple Pay anywhere where it's available. Just trying to figure out where Paypal is useful. Paypal started free 12 returns appx per calendar year as a feature to use Paypal. My friends having Android use Google Pay where ever available. I feel extremely strong competition will be their for PayPal down the road.,
Sentiment (SELL) is ruling right now.  Never mind the facts.....,
All I gotta say is iZettle closes in the 3 qtr. which should have something to do with the soft 3 qtr forcast. But I see nothing but upside after the 3rd qtr. Long PayPal...,PayPal: A Little Misunderstanding Between Friends Provides An Opportunity For Investors
"You do understand why analysts raise and lower price targets right GIS? Hint, they don't lower PT because they expect better earnings growth than before",
Blayne Curtis finally coming around lol,
What is AMD cpu market share in PC segment now ?,
"""This will go mainstream and the public's takeaway will be that Intel's CPUs are crap compared to AMD CPUs.""That's not going to happen anytime soon,  the public has a very negative view of AMD from all those low end processors in budget laptops.  Its fine to root for the underdog and you can tell that many tech sites out there are trying to help AMD but don't count on AMD gaining some stellar reputation.",
How to buy the hottest chip stock this year for nothingvideo.cnbc.com/...,
"AMD's risk, IMHO, is that it has two 200lb gorillas in its two main areas. In chips, it has to compete with Intel, and although AMD fans constantly predict Intel will die it hasn't and it keeps growing. Its new 8 core 14nm i9 chips, selling at about $400, will do well next year unless AMD's planned 7nm release later this year blows them away (and AMD's prior lower-nm releases NEVER blew Intel away and performed worse in gaming). In video cards, it has to compete with NVDA which is a similar market (as in consumer) favorite.I'm not saying it'll go down, but I wouldn't blame an AMD owner for cashing in on their 91% 2018 windfall. We'll see as always.",
Intel in even bigger trouble than we thought with 10nm if this is correct. www.semiaccurate.com/...,
AMD is the new Heavyweight champion. Long and Strong  AMD,
"""Outperform"" rating and raises its AMD PT by 19% (from $21 to $25),This is the best section of article and I forgot the REST of article. There used to be a guy who always posted ""Go AMD!"", I will do the same thing, Go AMD!",
"AMD is not a stock that paper analysts are going to know how to profit from.  AMD's old charts, old fundamentals, and last 5 years information are pretty much unusable for understanding AMD..On the other side, people with that currently work in technology, use/work with these technologies daily, and that can see first hand the changes going on around the world, these people can easily observe the huge opportunity with AMD.AMD stock was totally mutilated over the last 5 years, since Intel tried to kill AMD over the last 5 years while AMD was building its new cpu, gpu, apu, and infinity fabric architectures and products..Intel failed, had to pay AMD several billion dollars, and AMD has released now very successful first generations products that match and/or exceed Intel's, and AMD will release their second more powerful 7 nm products starting this year.AMD is a company that knows how to scale production and products, and CEO Lisa Su continues to be underestimated.. She is already years ahead of Intel plans and archtiectures, and now is becoming obvious that Intel is behind several years..That Intel has incoming chips that that are 300 GHz faster on one core or so, is immaterial if the price of the product is double the AMD products and are on very limited production because they are the best performing chip bins/picksIntel is failing because it failed to obtain a high-end GPU (Project Larrabee, etc), it failed to obtain a high-end computing processor(PHI), failed with supporting Apple needs (5G, etc), and Intel is the only company without HSA APU native architecture..  Intel's EMIB process is just a silicon process not a HSA processor architecture.AMD has 3 foundries ready to supply high-yield and high-end products to AMD..Intel lacks a similar architecture and product like AMD's Infinity Fabric, which means Intel is forced to continue to build old monolithic and unprofitable chips, so AMD at half the price of Intels, AMD will profit immensely.. Even more since AMD has several much faster chips than Intel, and Intel will not have any high-core count products in several years.. since it lacks the Infinity Fabric similar architecture. It will take years for Intel to catch AMD with an HSA APU and Infinity Fabric architecture and products.. AMD can easily scale in cores and performance at the right price.. Intel have been charging 2x to 8x customers for their products, and customers are not heppy about that, and now they have a much better choice and even better performance.AMD at $19, it still has 10x+ to go.. AMD since 2016 ($1.80) has provided 1000% in stock profits..  and since AMD 12 year old just CPU stock value was $42, AMD has a lot of room to go 4x very fast.. AMD went from $11 to $42 in 8 months back on 2006, where it was just a cpu company. Now AMD is cpu, gpu, apu, and infinity fabric company with a huge product portfolio and even with a 7 nm chip fabrication advantage..",
"Dear Fortune:You said buy at $9 and I should have bought at $9 is all I can say...almost did.Should have bought at $12 and almost did,   I love hind sight...Not Long AMD yet, but I do have some puts to get some....time will tell.Long The Fortune Teller and glad about that.I do know what is under his hat (The Wheel of Fortune service)...and glad about that too!What a terrific article; explained so well.Thank You !Happy Investing Rose :))",
"@Sighcopath ,On the same page with you here; however, if DOW drops to 21-22K then AMD would get to 12-13 range and I think it is time for accumulation of AMD.  For protection I also bought INTC puts @50 and FB puts @172 ...who know how the market behaves in next 4 months.",
"Great article!!  Disclaimer Long AMD.  Having purchased put protection for my ""Core"" AMD stock with speculative calls sold at profits, additional speculative shares that were long I would make a hell of a lot more money on AMD right now if it dropped from $19 too $10 than i will if it rises from $19 too $30.  Own put protection at $12, $14.50, $15 and $18 along with $20 calls.In November of last year I took half my speculative profits from AMD and created my core holding with the belief that AMD would be at $200 by 2025.  The core position will not even be used to write covered calls.  The additional stock I purchased going into 2Q18 ER is why I have double protection at $14.50.  My target price of $20 was reached 5 months early!  Expecting AMD to drop back to the $15.50-$16.80 area as we approach NVDA ER and the expected rumors of a new GPU from NVDA.  My EoY target is $25-$30 for AMD but too much uncertainty about hyper scale customer adaptation of EPYC servers needs to be clarified, which should happen in the next 3 months.  IMHO Crypto and even GPU market in general are a distraction too the new AMD CPU company.  AMD current single socket EPYC servers are faster and more efficient than  INTC double socket servers!  Hyper scale customers must be negotiating from a perceived position of strength and trying to low ball AMD on price.  Why else would Dr. Su have said at conference call (paraphrased) ""AMD is not going to announce new customer adaptation of EPYC servers we will let the customers make the announcements"".  In Sighcopathic speak that translates into ""You will pay our price or keep buying slow, hot and specter susceptible CPU.  AMD is doing just fine with new product ramps and development and there are other customers out there.""  At least that is what i think was said in CEO speak!3QER guidance lower than expected.  One really big reason could be that SoC revenue from consoles will be much lower than previous years with the normally expected decrease as the boxes age.  Second Accounting changes from 606 make comparing last years data with this years problematic as revenue has to be spread out more evenly.  Third AMD is transitioning from a low cost alternative to OEM to a high end supplier of cutting edge technology.  If AMD current EPYC servers are so much better does it make sense to waste these wafers on lower margin chips or sell less chips at much higher margins?  If I listened correctly AMD said they are on track for full year guidance which tells me that any drop in Q3 might be intentional as AMD stock piles high margin chips for Q4 sales.  Finally AMD is starting to make a presence in laptop and notebook markets in the last few months.  Wait to see if AMD can actually create a 5-10% market share in laptops and notebooks along with a 15-20% server market.Would make a hell of a lot more money in AMD dropped to 10 in 6 months than I  would if it rises to $30 but IMHO I'll never cash a single core put protection unless the general market implodes and the DOW drops to 21K-22K.On a side note while researching AMD and trying to see into the stock action for the next 6 weeks I looked at INTC.  As I looked it suddenly occurred to me that INTC was acting very similar to GE a year ago.  Had to take a chunk of my AMD speculative position money and buy $46 puts on INTC.  Way to many things at INTC look just like GE problems a year ago!  BTW been shorting GE with puts since it was at $24 and still own GE in the money puts.",
"25 price target for 2019?  So then you think 7nm sales will be very small, basically the same as current sales plus a little bit of growth.If they were competing with Intel 10nm which was not delayed 18 months to 2020 for icelake then yes would make sense, but given the delay we have to expect growth to be much larger.",
""". .. I'm asking myself why a company that is hitting on all cylinders is revising its guidance down, one month into what's supposed to be a very strong quarter!? Why don't they revise the guidance up at a time when their leading Ryzen and EPYC products' sales are (supposedly) rising to the roof!!!???. . .""Many knew that Su normally talked down, and is very conservative, you would never see her talk up much. She preferred the surprise.",
You cannot be successful in your investing career and be constantly swayed by changing opinions of outsiders. Is's very important to believe in yourself and trust your judgement. Quote of Warren Buffett,
"Well I see my comments are being read and used in some articles! And yes Smatt is very Smart :) My comment that noted AMD should not be trading under $10 and should be north of $16 definitely was my comment and I stick to that but after this earnings release and recent events I’m going to update my PT as well. With Intel’s delays, NVDA as well, crypto trading much higher, AMD EPYC being adopted throughout the world, Ryzen the technology taking over the computer world, BALANCE sheet so much stronger, China tariffs don’t affect AMD like other chip companies and not to mention tariffs are being negotiated and will come to an end soon, and to put the cherry on top their Margins are growing!! AMD should be trading north of $18 and PT of at least $27. The 2nd half will have mass production all around with EPYC being adopted on a full scale! AMD stock price is catching up to a decade old trading range. It’s now time to even possibly going back to their ultimate high of $40. This can and will happen when other companies fail to keep up with AMDs 7nm! This recent sale of stock by one of AMDs biggest shareholders is done and gone and he always sells his shares. This is a good thing. AMD does NOT need his financial support anymore. He sold and still owns a ton of shares! Not a reason to sell!",
AMD is going to run lower between now and Q3 earnings. Plan on it. I liquidated all my short term calls. But I think the 2019s are good for a move to $25 and the 2020s are good for $35+. Maybe $45. I don’t agree with TV and WOF. I believe AMD is going to crush Intel first half of 2019. CRUSH.,
"Been telling people who asked for my opinion which brand to get, it's been AMD last 10 years!",
Maybe those suspected traders of 160 million shares got in at a significantly lower sp and are simply selling for profit ....and not covering.,
"@The Fortune Teller ,""I'm asking myself why a company that is hitting on all cylinders is revising its guidance down, one month into what's supposed to be a very strong quarter!? ""AMD is considering Zero Crypto revenue for Q3 2018. Volatility will be there in revenue because of Back to school. Semi Custom is lower. My guess is crypto revenue will not be zero. Back to School will provide additional revenue. Semi Custom will remain lower. EPYC revenue will be similar to Q2 2018. So we can expect revenue of >$1725mThere will be few Mega Data Center customer announced just before Q4 2018. My guess is one of them is Drop Box, another one will be one of the following Amazon, Google, Facebook, Alibaba. EPYC revenue for Q42018 will be around $350m. This will make Q4 revenue above $1750m.All this means the total 2018 revenue will be at minimum $6880m , a growth of 31% YoY. EPS will be 25c + 16c + 18c = 59c. If we can get above numbers then there is nothing to be negative here (I was epecting more revenue earlier but I have revised the revenue / eps lower). AMD stock price will end 2018 at around $25. In the meantime I am writing either weekly or monthly calls depending in how risky the environment is to be called. We also need to consider 2019 when AMD will have superior process node than Intel. In short term for Aug 2018 the stock will consolidate between $17.5 and $20.",
Cowen raises price forecast on red-hot AMD after CEO tells analyst the chipmaker is ‘just getting started’ www.cnbc.com/...,
AMD is still under valued.,
"we all know stocks consolidate after long run, but for good stock entry at any dip and make money. btw, good investors buy high and sell higher, because they look at the future.  Bad investors buy low and sell lower. just because looking at the mirror(past)",
Don’t short AMD,
Long AMD and NVDA,
@The Fortune Teller Thank you for the well balanced article.,
"1. ""we maintain our 2019 price target and even move it up a little bit (+4%) to $25"" and street also believe  $25 target, so what is your point, sell now and put money in CD or buy at a dip for 35% profit within a year?2. ""When it comes to successful investing, looking at the rear mirror (past)"", ----> no, ""future depend on present but not the past"", I'm for sure you must missed a ride from Apple, Amazon, NVDA.... for looking at the mirror(past)",
Thoughts on Mu?,
"Fair play to TV, (s)he's only slightly underwater on his short based on today's close - if he's still holding the shorts. Although, it must have been a rough last few days for TV for this trade. Seems like the other trades did work out.",
"AMD is easy money. Buy the dips, sell the highs.",
I am long the same!!! Lol. That is good when is NVDA EC?,
"@ author,Thanks... hey any word from Trapping Values??",AMD: Slightly Higher Price Target Alongside New Concerns
let's not forget the drop in price only went back to a few months ago.....,
VERY LONG FACEBOOK! IT WILL RECOVER SOON.,
"Funny article.Trump, sanction the big four China banks or I'll take you, the CIA and NBC down, along with the FBI, Larry and Lloyd.  Heck, the Pentagon is no longer excused.  Sanction China.  Forget the tariffs.  It's time.",
LONG FACEBOOK WITH $220 TARGET!!,
"Buy FB here.  A gift.  Millions of young kids walking around, with phones in hand, having to be verified by FB 24/7.",
Of importance - www.cnet.com/...,
"short FB here. gross margin decline, user/activity flatline, unknown non-revenue expenses, ltd pipeline for new product monetization, per earnings call. adjust growth accordingly & FB still ~10% or so above reasonable value premium relative to Nasdaq 100. Above article makes sense, but relies on ""magical thinking"" approach since no corporate strategy apparrent to accomplish these goals.",
"I'm getting tired of seeing the same charts over and over again.I don't need to read any more of these repetitive articles.  Long since IPO, with no worries.",
Increased FB exposure today by 20%.,
long FB,One Bright Spot For Facebook Investors
what happened to INST recently,
"I am also long INST, and bought more shares on Tuesday.",
Love INST as an investment as well. Can't help but wonder if being HQ'd in Salt Lake City impacts visibility to institutional investors. Management also has habit of projecting a modest tone around guidance. Being patient too.,Instructure Is Teaching Me About Patience
"Steveissuperman(IMO) they are not selling any on CTF for a profit they have lost to many customers. Bad move on their part. But it’s done , at some point unless they upgrade and bring customers back they are going to have to eat it.",
Frontier ManThey were the good old days. Now u don’t have to know anything but if u got that piece of paper your smarter then those that have been doing the job for 10 or 20 years. If u ask a question the ans is read the book. That is not just FTR.,
"Management is the main problem. In Florida they are not wanting to expand as new subdivisions are being built (no interest at all - it cost money). They don't even fix damaged cables and allow businesses to be without service for weeks and management doesn't care. There use to be a time when management knew the job, had come up from the ranks and could tell the different between tip and ring, knew the difference between stalpeth and alpeth cables (which are is still in use today), single sheath and double sheath. They don't know and don't care. How do you expect to keep customers when you don't spend money? The old GTE was the company, but that was before modern technology. Sure things have change, but if you don't want to lose any more customers to have to have them want to stay. Why do customers want to stay? Can't find anywhere else to go to? Well, as the older population fades away, and the new younger tech savvy customer finds out they don't need or want a land line, interent, or TV over wire or fiber. They will use free Wi-Fi hot spots to do what they need to do, that is non secure and then for their secure needs they will use their unlimited data plan. So yes why would Frontier be concerned about expanding land line or even fiber? The cost for fiber is such that you have to have LARGE subdivisons accept the placement and possible have a Home Owners Association accept Frontier as the only provider of phone, internet and TV service. It looks like the doors could be closing soon. Too bad they can sure the investment banker that told them it was a good deal. They did very little inspection on their own. They bought a pig in a poke, and never saw it coming. Just my frustration on the matter.",
Glenart  Your 100% right its those  big bad union ppl. Trying to make a living while those  management ppl are trying their best to turn the company around. What a bunch of crap. Put the blame we’re it belongs. It sounds like the writer want them to make minimum wage while the inept management keeps collecting.This was union bashing at its best. Why don’t the writer look to see who asked for a contact extension. What crap.,
What a worthless article!  The ONLY thing NEW here is the UNION BASHING sub-plot.  Yea! The UNIONS are killing Frontier!  I suppose those SAME UNIONS are doing the same thing to Verizon????  Look everyone knows the story here.  The OLD mgmt team didnt have a clue on how to absorb what they bought from AT&T and Verizon.  COMPLETELY BUNGLED! The ship is being slowly righted.  The key here now is to execute on a good plan.  DONE!,
Interesting comments,
"Wow so many strong words such as “.....”. FTR looks like it has undergone its consolidation. And when we look at the markets, after a few year of consolidation, what happens? What happens? A rally! And this play is specifically exciting due to the high short interest *hoping* that FTR will go bankrupt in the short-term.",
"I think the jury is out for another quarter's results.  Churn was very slightly up which is still disappointing since I would like to see the churn go down. Not sure how seasonality impacts this, do more people switch service April through June than in other quarters?  Preferred stock conversion done, so less outgo going forward.  If the churn burn can go to zero I would have a lot more confidence.",
"This article was worthless.  The reality is that the company’s results were roughly inline with expectations and they reaffirmed guidance on an improved back half which is not a stretch. They also announced a new $500 million cost cutting program which is huge. Obviously that will entail some upfront costs and all the $500 mm will not drop to the bottom line but if just half of it does and it’s worth 5x that’s $1.25 billion of EV. Assuming they have to spend $500mm to implement it. Then it is $750 of value creation worth about $7 on the stock. The stock has fallen 40% since the q1 print, expectations obviously should have been low. The stock should trade to $6 or $7 not back below $5",
There is no hope for a company with bad management..,
"Frontier has issues on many fronts--despite the fact that CEO claims software will soon be linking all systems together, not case. AT KPMG meeting, McCarthy rattled off some nonsense about eliminating outsourcing via implementing 'artificial intelligence' and 'robots'---FTR still cannot get billing straight in at least 1 of the new CTF properties. The only artificial intelligence in play there is senior leadership. Customer service is terrible, there are morale problems, and employees are fleeing the C portion of the CTF acquisition. All top-talent leaving. Many properties sold off across CTF--and then leased back at high-rates on long-term contracts. Product set: stone-age...25Mb/s is super-slow when Spectrum and other providers offer 1G speed. Frontier is CAF-Roping to stay afloat. Bain--consulting firm--same firm that 'guided' FTR during acquisition....but they are ""really good"" per today's call per FTR's CEO. How does a CEO stay in place when he takes company from $5B down to less than $400M in just over 2 years? Frontier should have taken the $10B and purchased Avaya and potentially another 'cloud' VoIP provider, and then upgraded its network...so much $$$ w/such poor planning and lack of due diligence.",
"Replace the CEO. Revenue was in line but loss was greater. FTR needs a rigid cost management structure that meets or beats the plan. I ask what we do as individuals to contain our cost of living.IF IT IS AN UN-NECESSARY ITEM AND YOU CANT REALLY AFFORD IT, DONT SPEND THE MONEY.",
"They are done, the product set and ,assign geography mean minimal instances to leverage scale and customer density.   They are competing against cablecos with cutting edge tech and powerful service bundles.   These guys and Windstream and a few other smaller independent telcos are in the final throws of death.   They offer nothing of any meaning or real value to an acquirer.  Managing margin and revenue decline for telcos is no longer a sustainable business model.  Recall Fairpoint 5 years ago....they are re-orged twice since then and headed back again.  Of you mus have telco, Zayo, Crown Castle, CTL, Comcast, T or VZ are the only ones with durable competitive advantage and pricing power.",
let's all average down buy more and keep this winner going,
I just wish someone would absorb/buy FTR. Then my pain would be over.,
The market cap is closer to $500m than $387m.  Need to adjust for the increase of shares to 106m.,
"I am sure quite a few people lost money along the way on FTR last few years but as other services grow, high speed internet grows and the company eventually deleverages, this is a 12 to 15 dollar stock.  Gross margins are healthy and EBITDA is a monster 3.4 bill.  I see no reason for FTR to stay at this stock for any length of time FCF is more than sufficient and CAPEX expenditures are more than adequate to sustain growth and transition to 5G.  Long FTR at these prices I continue adding to my positions.",
"Frontier has been in a death spiral for over 10 years.It's income is based on old hand me down crumbs from big service providers. For years it has been acquiring  fringe edge customers mainly on outlying areas, that no one else wanted to service for cost efficient reasons.  Going the way of landline phones....it's over.Stick a fork in it it's done.If anyone did the due diligence and read reports it was pretty darn obvious.....way, way back! [years] I sold out in 2010.R.I.P.",
"[I]f the company's management and board of directors take the necessary steps, Frontier could become a healthy and highly competitive company rewarding not just its competitors and investment bankers.""  Well, yes, of course, but what reason is there to believe that management and the BOD have both the will and knowledge to do so?  My guess is they do not. I remember the company, decades ago, when it was Citizens Utilities and worth $17 a share.  Now, in nominal (not inflation-adjusted) dollars it is worth, after the recent 1-for-15 reverse split, about thirty cents a share.",How To Save Frontier Communications
"I'm retired and I use my Visa holding as a personal ""money tree"".  Every so often I go out and prune 10% off.  And it just keeps growing.Dave",
"Visa is a beast. If you don't already know this, travel overseas and check out the difference between what visa charge you in fees/exchange rates compared to the market. Daylight robbery! This is why I own this stock, because it owes me, and you!",
Bought option for V this week for the Aug 17 136 Call ..good profit already!,
"Stay long, plus mid Sept. call option...",
The lawsuits may be wrapping up with a settlement offer. It will be in the billions. But some analysts believe that resolution will benefit the card companies. www.marketwatch.com/...,
Own both since 2012 ... no intention of selling,
added to my v position yesterday morning.,
"I find this continual battle between a variety of different Merchants and Visa truly disgusting.  I have owned ""V"" since its IPO in 2008 and I have never seen such ongoing bitching and wining by these merchants about credit card fees. As I assume you know ""V"" just set aside $600 Million Dollars for settling some ongoing litigation.  Now this pops up from Kroeger.  I do think that both ""V"" and ""MA"" are going to have to figure out a solution of some kind with this continual attack from all these merchants.  Maybe they will have to be proactive or this will go on and on into perpetuity.   Think back as to how many years all this crap has been going on.  Way too many.",
V and MA are the definition of buy and hold stocks.    I'm long both and would add when share price of either company appeared attractively priced.,
Don’t take V.   Won’t see me.,
"Every company has its own weakness, or reaches a point of not-relevant-anymore. Amazon -> cloud business stops growing; FB-> becomes myspace; Netflix -> user number stops growing; Apple -> becomes another Nokia. V -> replaced by mobile app payment. However, I would say, in the next 5 years, V will still keep going up. In the US, majority of people still use credit cards to pay a lot of stuff. (It is like Walmart stores in Washington state still provide free plastic bags. Not the best way, but still happening.)",
It’s 4%. Everyone just calm down. Jesus.,
Low interest rates have given stocks like V premium multiples. Excellent company selling at premium price,
"What are your thoughts on V vs. MA for new investing dollars based on current valuations/prospects? I own both but am considering adding to one or both, but having trouble deciding. Feel it's hard to go wrong with either one.",
"I was laughed at when I said I was contemplating selling V after this past earnings report. Since then, the price has dropped $4/share. All good things certainly can come to an end.. (at least temporarily). Now.....about all this talk about a huge market correction very soon. Anyone care to chime in ?",
Long V and MA,
V is dead money for a while with a below average dividend.  Time to ride the AAPL train again.,
"Long $V and buying more on this soul crushing stock market plunge like I was Noah building the Ark and trying to save two of every Animal, and the two I choose are $MA and $V.I don't know if I am going to make it folks, I will hold on as long as I can.",
"I can hardly imagine V hold its position in the bloodbath of competitive electronic payment space, the future of electronic payment is free, as shown by Alipay  and Wepay.",
I add at 6-week lows for stocks that continue upwards - “recent pullback” may indeed be an entry point as this stock has its sights set on $150+,
Trouble ahead? Lol.,
Give me a break You sound like someone who bought their first stockit is an auction sale Not free moneyWowpooh pooh on you .21 dividend,
What weakness? V just came off an all time high.,Visa: Buying Opportunity Or Trouble Ahead?
I cannot imagine any business that grows grows grows....with almost no profit ....oops....actually it's Amazon Business (after 22 years in the business!!)  :) :)   Walmart is a golden eggs chicken compared to Amazon! :),
amzn is a perpetual motion machine - pay whatever price you have to for the stock. close your eyes and hit the buy button - you can not lose and never look back. sell it at infinity and thank me later,
