字段,标题1
"Cramer (similarly, TMF, Morningstar, the financial industry more broadly) always dismisses the higher dividend stocks with lots of  fear and skepticism(logic: if dividend is high it can't be good). If the dividends were considered reliable(Cramer thinks 2% is ""juicy"") , a $5 trade would put Cramer et al out of business. SNH has never cut their dividend, neither have most of the RMR companies. Investors should  view their advice with a healthy dose of skepticism. Share prices of high dividend paying stocks are often manipulated.",Senior Housing Properties Trust's Yield Is A Red Flag - Cramer's Lightning Round (3/2/18)
"@aBrick,how long should AAL  or any company continue to be able to use a past merger as an excuse for underperformance?it has now been over 4 years since American emerged from bankruptcy and AAL and USAirways merged. In the same four year period after the DAL and LUV mergers, they had completed labor and operational integration.@robert riesen,your article is good but you don't quantify the impacts of fleet age.  The topic has actually been disclosed quite frequently here on SA, often as part of other airline related articles.The reality is that there is very little meaningful connection between the bottom line and fleet age because the big airlines are very capable of knowing where their airplanes are at a disadvantage to their competitors.Delta's older fleet age is due in part because it bought a significant amount of used airplanes early after bankruptcy in order to minimize capital spending even while making an incremental improvement in capital costs.  The biggest part of its used airplane purchases came from Southwest's elimination of the B717 from the acquired AirTran fleet.   Delta purchased a couple score more MD90s, a larger sister version to the 717 and a derivative of the DC9 family.Now, Delta is focusing its fleet plan on new aircraft, some of which will replace versions of the DC9 family and Delta is able to buy those new aircraft entirely with internally generated cash.  Other airlines took on significant amounts of debt which is why your balance sheet graph above looks like it does.LUV has long bought used aircraft and also increased its acquisition of used 737s as part of its transition away from the second generation of 737s.   It is also noteworthy and ironic that both AAL and UAL are now saying they want to acquire used A319s as many airlines get rid of that model for larger, newer versions of the A320 family.   Fleet age and strategy is highly unique to each airline but the bottom line is that attaching a number to fleet age in a financial analysis connotation should include some connection to cost and profit potential and yet it is pretty hard to do that.Delta has managed to maintain comparable operational costs even with an older fleet and the onus will be on AAL and UAL to do the same even as DAL and LUV increase their purchases of new generation aircraft - which AAL and UAL are also doing - but AAL and UAL also add use aircraft, something that DAL at least doesn't have any stated plans to do.",
"As regard to American Airlines, are you factoring in the continuing merger and system restructuring, coupled with the massive fleet rejuvenation which is complete at American, yet to start at Delta. American's mechanics are not yet under one contract, and the flight attendants are not merged under one seniority list, nor scheduling. Considering these factors, and that the Delta bankruptcy and merger happened many years earlier than American's, I believe that the past performance is not a good indicator of the future.",
why is ALK a bad investment compared to LUV? Thanks,Ranking The Big Airline Stocks: Which Is The Best One To Buy?
"@Shock Exchange If you want a great topic for an article. It would be MYL not including a negative adjustment to adjusted free cash flow for  ""Payments for product rights and other, net"". They add back depreciation then subtract capex, but they add back amortization and DO NOT subtract anything for these payments. If you look at the footnotes in the 10-K there are a bevy of payments with product lives stated. These are very real costs and overstate free cash flow to investors. First 9 months 2018 those payments were $854 million and same period 2017 those payments were $559 million. SO THEN THE QUESTION BECOMES ""IS FREE CASH FLOW GROWING?""By difference in the 10-Qs you can calculate quarterly payments. Quite enlightening.",
@ckarabin @William Meyers @Shock Exchange Tomorrow will be interesting.,
Please don’t write anymore articles!,
Sock Exchange going short...time to go long...,
MYL will hit 50 before it ever sees 37. This is hardly a log normal risk distribution bet I am giving away. Who wants it?,
@Author - awww crap. Another article I agree with you on. BTW If your respond to my comment do so in the third person please.,
Made another 4% on that dead growth again today.....lol,
Oh shoot. It's going up today. Nice.,
more great timing from Debbie Downer.,
You wrote an article telling people to short AGN because of the MYL is going to launch biosimilar Botox and now you write an article telling people MYL growth is dead.  You clearly do not understand either company.  Either it is an honest mistake or intentionally misleading.,
"Epipen is history. CEO said no product will exceed 3% of the company revenue. “Worse case” Epipen will represent $375 mil, no vulnerability there. These continuous adjustments and lack of trust in the mgmt team I believe are holding the stock back. Otherwise they have a great pipeline and biosimilars will make the difference. Assuming you would have to choose just one generic pharma player to invest in, which one would it be?",
"Mylan's management only cares about their own well-being, not the stockholders. Lots of ethical issues with the management.  Product quality has always been very high--thanks to its workers.",
You can’t beat the market by waiting Until it’s all clear and not a cloud in the sky. So wait and then pay a much higher price for it. That’s when I’ll be selling and finding something else to buy.,
Still waiting to get some on the cheap.,
Revenue was up 8% sequentially in Q4 over Q3. A bunch of new drugs including biosimilars are coming to market in 2018 and beyond. Mylan is way undervalued. Long MYL.,
"“Growth is Dead”, well dead is forever.  If you read the article, growth is flat for a quarter for a couple of well known reasons when for everyone else in the space growth is down.",
"Th big issue here is management credibility.  Way overpaid and the BOD milking this enterprise like a Holstein.  Additionally, the financial reporting adjusted this and adjusted that; very misleading. An ethics tragedy.",
"The valuation is just TOO low by a mile. They don't need growth, only stabilization and then that low valuation is what propels it. Selling this is trying to be ""cute"". Go sell Tesla where the valuation is clearly against the stock, not this one",
"Complete BS as very little downside here,  Epi has stabilized so NA sales will now grow with new products.  International sales are screaming....   waiting means missing the opportunity!  Generic Advair approval will lift this a few bucks.",
"Shock, always enjoy your view. And you make good points to consider for those owning the stock.",Mylan's Growth Is Dead
"The debt is my main concern, but they still have some runway to achieve stability, and who knows the CompuCom acquisition could turn out well. We'll see I guess.",
I agree the business is shrinking and the Outlook looks bleak. But at some point this will start to look attractive to PE the more the price drops.,"Office Depot: Declines Continue, Accompanied By Margin Pressure"
"The point is they are buying and not selling, understood the sweetheart deal by being on the board",
"Bakers Bros up their share count 20mil this qtr alone, total 38 mil!!!",
Is there anything of value being added here other than reprinting company news releases?,
a buy opportunity in your opinion?,
why do you think was the market's reaction to Ionis' data so negativr giving the groundbreakingness of the results?,"Biotech Analysis Central Pharma News: Biogen Pulls MS Drug, Roche's And Ionis' Huntington's Drug Advance, Idera's Hope"
Approved!  Where’s the love for this blockbuster in the making?,
"Hi Dr Tran,  The impact of timing needs to be discussed.  Could this be done before the 4th quarter.  Here is the statement.“The Committee has requested additional data, which could delay the CHMP opinion until the fourth quarter, but we will be working with the CHMP in the coming weeks to further clarify their request and the impact on timing.”Do you think the CHMP meeting which already has a favorable view of the drug, will be before the next FDA decision in May?",
"Sorry if I'm being dumb, but in the article it has the following:""Currently being investigated in the phase 3 prospective, global, single-arm, open-label trial coined ANNEXA-4, the study is set to complete in Nov. 2022.""If it will complete in 2022, how can approval be this year?",
If AndexXa is approved do you think it will be approved before May? Thank you in advance.,
slam dunk ...May 4  approval. It is post mktg study just like DVAX...,
What about Perosphere produc Aripazine?,
You remember when Jose Canseco had a fly ball bounce off the top of his head?  That what it feels like watching these guys.,
Thanks very much BCP!,
"If the author really think $90 is a reasonable target, why you have not initiated a position yet. Just be curious.",
"It's my understanding that B has about 4x the potential market size of A.  But A is 'sexier.'  Not that we shouldn't discuss A, but the balance is off.It seems that the EMA ""negative trend"" is in line with US physician prejudice to release patients with ongoing clot risk from hospital on familiar anticoagulants that need frequent monitoring rather than go to an unfamiliar drug that doesn't require monitoring.  It may even be that INR maintenance is seen as a way to generate extra patient contacts that can reveal OTHER post-hospitalization problems.",
at 34 is it a good entry price?,
"We might still have Arnold Palmer around if Andexxa was around. Yes, people are dying and the fda needs to work with ptla to get it to market.",
"Meanwhile patients on Factor Xa inhibitors who develop retroperitoneal hematoma,traumatic or spontaneous intracranial hematoma will continue to die . Unless this agent causes anaphylaxis( which is easy to treat in a hospital setting) there is no reason now that AndexXa shouldn’t be approved. Even if it is only 50% effective, every doctor treating and every patient receiving will take those odds as there is nothing else available to reverse these anticoagulants.",
"""For the new trial, the principal investigator can employ idarucizumab (Praxbind) as comparator arm to assess for non-inferiority""Please elaborate?Praxbind is for direct trombin inhibitor, pradaxa, and doesn't work on anti FXa. They are different drugs and function how would you compare? If Andexxa works not as good as Praxbind but works and is safe you would still need it because you have no other antidote. I don't se personally how a placebo study can be set up, I wouldn't be a participant thats for sure",
Thank you gentleman.I am long PTLA,
Thanks for your article as always!,Portola Pharmaceuticals: What The Latest Developments Regarding AndexXA Entail?
This aged well,
"well, they couldn't string together even 3 weeks of Rx growth :-/",
"No, you are not missing anything. There are currently no head to head studies comparing any of the 3 CIC drugs. Not sure what billboard attorney is trying to accomplish other than making his firm some slip and fall money. If he is comparing product PI’s, you can’t. Each study is powered in a different way using the most current criteria dictated by the FDA. Still amazed at the total lack of knowledge of the pharma business by so many investors and now I include starving lawyers.",
"A potentially very good drug, bastardized by an inept, and greedy management team. This is IMHO only, of course.",
"It really does boil down to the $$$ being spent mostly on the new sales department and how good they are in convincing doctors to either have patients switch or get new patients to try it. As a side note, I have emailed a couple of the attorneys involved with the ‘expanded’ lawsuit indicating that I have seen clinical trial data from both the trulance and Linzess trials and trulance did show better results, especially with diarrhea than the Linzess. So I’m trying to understand the ‘expanded’ piece of the lawsuit that claims that Synergy failed to disclose that Trulance does not have a side-effect profile superior to its competitors. I haven’t heard back from either. Am I missing something?",
Things are looking better for Sgyp but I need to liquidate my trading shares so I can swap into vtvt ahead of Alzheimer’s readout and get my 4 bagger,
Shire's CIC ANDA was accepted. PDUFA is December 2018.They were try to chase SGYP. SGYP must get the partnerships for ex-US as soon as they can. Shire's TEAEs are bad as compared to Trulance. If Shire couldnt get FDA approval. They may buy SGYP.,
2017/1/05~2018/3/1resi... line > brokenMACD > buy signichimoku cloud > buy sign soonand pivot point has arrived. So I  bought 130000 at 2.04(average).I wish for good luck.,
"Been with SGYP since 2013 and I have averaged down a lot since then.  I am in this to win and things are looking a lot better now.  Like the new CEO, have BEST in Class drug for CIC and IBS-C, Have better Insurance Coverage with the addition of Medicare this year and other insurance coverages.  Sales are stronger and will continue to grow while expenses continue to decrease.  The future looks bright and that will eventually be reflected in the share price as increased sales are proven.  GLTA.",
Without a deal for O-US rights this company is toast. The new CEO made remarks that indicated he is looking at everything so…..hope springs eternal. But hope is not a business strategy so we are stuck with whatever he brings forth,
"SGYP is improving  in three areas: management, sales, and expenses. Be patient and you will be rewarded. Long SGYP.",
""" Cipher Pharmaceuticals is paying the company $5 million upfront as well as unspecified royalties and milestone payments on sales of the drug in Canada. This brings in some much-needed cash (although royalty payments will be very limited in the near term) without Synergy having to incur costs.""  Why are royalties and milestone payments unspecified???  Tired of this companies penchant for not revealing the whole story!!!  What is stopping them up from revealing details?  Wish I had never invested in this stock.",
Maybe the class action lawsuit against SGYP and some of its officers is what is holding the stock price down. Check it out on Yahoo Finance.,
"As a “bag holder” of this stock for well over a year and was very disappointed and disgusted by the ex-CEO’s incompetent conduct, I was ready to throwing the towel pending the performance of the new CEO for a couple quarters, I am very glad the co has finally proven it is now in the hand of a new and competent CEO who has indicated to move the co ahead.  The most heartening data for me related to to the fact that 50% of the new prescriptions came from naive patients.  This means a substantial GI physicians have realized the drug’s superior efficacy and better side effects over the dominant drug on the market, despite latter’s deep pocketed partner and tremendous amount of commercials.  The recent partnership with this Canadian pharma is further signaling its intent to make more deals internationally and domestically.  While it may take time to achieve profitability, the course is set toward that.  I believe SGYP is on the right course under the right leadership.  Will keep my share for another year to realize its success.  With such large short positions, the recent strength caught these shorts by surprise, so don’t be surprised to see a slew of bash postings appearing.  The more shorts post, the more indication they are scared.",
The hired salesforce is expensive ANd could be cut QuickType ome zelf sustaining momentum is achieved. Cash flow positieve could be earlier.,
They have poor management that screws shareholders..,
This is so far a one trick pony.. other medicines in devepment are quite early stage.. buy some other company instead of this junk..,
"What is the total addressable market? I see that they are accelerating income per prescription and are accelerating top - line growth.If we assume this acceleration to be 1 $MM / Q Synergy will achieve positive cash flow by Q2'19 for a total 30$MM positive Op.CF.If we assume no acceleration at all they are -70 $MM for 2019 year.I still expect them to be taken out @4-5 $. A large Pharma can integrate them fast and achieve massive synergies, pun intended.",
"So will you be taking a position? I just created limit order a little above the low price in last few days, technically set up double bottom, moves caught eye, stock has made watch list in past, is now the time?",Synergy Pharmaceuticals: Things Are Looking Better
"Results of study are sometime away and cash getting burnt fast, shares are over $2, I’m deleting this stock symbol from my watch list as company will have to dilute shares and sub one dollar is very possible for current equity holders.",
management always has had little credibility. this peer review journal stuff is a smokescreen,
"RSV-M is de risked, further results from NanoFlu will be reported in a reputable science journal that should be out in the coming weeks, Science journals wouldn't print  if the information provided wasn't great or better than great. So expecting some other really stunning information on results that were not provided during the last NanoFlu update imho. The funding could also come soon from either BMGF-PATH, BARDA, CEPI OR some other entity. The funding will probably keep NVAX on hold, from diluting shr price for awhile longer, which would be great imo. Tutes have been shaking out the weak hands for shrs these past days, getting all the shrs that they desire. Iam long NVAX , have been holder of shrs for 11 yrs. I see success coming in the near term after the science journal publication on NanoFlu results are revealed, the shr price will go higher imo. GLTAL....",
"The need for a New vaccine is there ... Problems with RSV vaccine , in the past , creates doubt .. Seems like they are still on this ...Nanoflu vaccine going to phase II / III still maybe 2 Yrs. off .. Fast track ? Maybe .....T.V. reports ,  CDC claims current Vaccine's effectiveness at 32% , but still recommends getting the shots .... Meaning that That's all they got .. This New vaccine ( Worldwide Need ) , could be worth BILLIONS ... Prob. is virus mutations make this a , must go through full protocol , vaccine ..... Recent 5% new insiders help with $$$ , and with creditability ...  This Co. ( I Believe ) , will become a Buyout candidate , Like Kite , when / if  their vaccine  gets FDA approval .... I am Long Here ...",
"Check Investor Presentation. ""An interim efficacy analysis will be performed with ~4,600 enrollees• Interim analysis projected to be complete by 4Q 2018/1Q 2019""",Novavax: NanoFlu Vaccine Exceeds Typical Expectations For Flu Treatment
"unfortunately I don't see quarterly earnings reports having a lasting impact on the stock.  Rigs are rising and prices are going lower than anyone currently believes, which is typical.  Soon you will hear of capital budget cutbacks due to the ""unforeseen"" drop in gas prices.  What a joke. Any zag in strategy will, as always, come too late. Conference calls will all include the old ""prices are lower than we forecast and therefore we are cutting back until prices recover"" two step...No one will ask if management plans to blow more cash if prices manage to move above 2.50 next year.  When companies claim victory in the current year because of their brilliant hedges look for a total collapse over the next 12 months.  Sub 2 dollar gas is probably where we are headed. This routine is so predictable it is comical.",
"APB,Yeah you are correct, didn't see that second flag pole, as of yet.... Few more weeks until Q1 and possible update on the Fayetteville assets. I am also hoping to hear positive development in SW Appalachia LNG wells.Also, I feel pretty good about $3 natural gas spot price when this injection season starts but we'll see.",
"WallBuster I think shareholders don't need anymore ""pole"", painted or otherwise.  I remember when folks here were claiming contrarion this and negative sentiment that...hows that working out?  Wasn't 4.30 a big bargain price soon to be in the rearview mirror? How much have shareholders paid this brilliant management team since then?  How much of their own cash has management ponied up to bet on their multi- million dollar brilliance?",
"Rig count continues to climb and production with it. if the best SWN and other managements can do is spend spend spend and raise production into the existing glut, will shareholders finally realize their companies are paying these guys millions for pathetic results?  Rig count should be closer to 0 than 200.",
SWN looks like it is ready to paint another POLE right thru/to $5 area.,
"Blacksaleem I agree the natural gas burn will be powerful from here weather independent. I have been in Coal my entire career, believe deeply in it but I am also a realist.  Market  share for natural gas in electricity generation will continue to climb and SWN will benefit from a share price standpoint becaus It is deeply under valued. In January 80 millionnnew shares were issued to convertible holders who aren’t in the business of owning common stock without material yield. Look at the cliff SWN fell off in January, then the flattening out. By the time earnings came they were largely gone, the short position was high and we are headed back to a normalized $9 from here. After that it gets tougher but SWN clearly is a long term key holding given the assets they own and their progress in developing NGLs from their holdings.",
"http://bit.ly/2oDqMC6In February 2018, natural gas-fired generation gained market share in Texas, according to the most recent demand and energy report from Electric Reliability Council of Texas (ERCOT). The share of generation from natural gas-fired power plants increased by 3.2 percentage points to almost 42% from January to February. Additional generation capacity projects planned to come in service in ERCOT between 2018 and 2022 are nearly two-thirds natural gas-fired, according to EIA’s generator inventory report.",
johnwayne888Just go check out the SWN reports on what they have done and are doing with NGL development. The % keeps rising and with it margins expand.It is in last October's investor report and the materials issued this year surrounding their capital program and earnings report.Buckle up for a multi year share price ride higher.,
"SteveBlacksaleem knows what he is about. Trade UNG and I am sure you are good at it. But do not short SWN as they are very very good at what they do. And a triple in their NGL production from here is transformational at $60 WTI., even with $3 natural gas.",
"If production has to rise 10 bcf/d to meet 2019 demand consider production is up 7 bcf/d yoy according to this week's EIA report.  Rigs aren't going down.  A full year of around 200 rigs or less will easily increase production by 10 bcf, especially when you consider climbing oil rig count and desperate Canadian producers.",
"I find a few flaws in the analysis and here they are.  Their price realizations are actually good and are going to get a lot better.  The basis on Dry Gas from the Marcellus will improve with more takeaway.  Much of the price in the Fayetteville is captured by SWN's own Midstream.  They have also negotiated much better Interstate Fees for the Fayetteville going forward.  Then as their Liquids Production triples over the next two years, the net realizations per Mcfe will rise dramatically.  Firm Crude Oil prices are a must.  Then there is the lag effect.  Much of the CapEx in SW Appalachia has not made its way to the Market.  Production there is going to explode.  Then there is the Natural Gas Market.  Production is going to need to rise 10 BCF/day by mid 2019 to meet demand.  This is a growth industry and SWN is in a great position to capture market share.  They also have a long history of low balling guidance.  I believe the Market Sentiment towards these Companies is going to improve dramatically as they deliver FCF to Investors who are demanding it.",
"When you look at what SWN management has paid itself since 2008 and how the stock is now worth one tenth of its former value it is clear corporate governance is a scam.  SWN and many others have no business being independent.  Paying management millions upon millions has resulted in business as usual strategy that does not work in this new reality, but many prefer too make excuses as managements laugh their way to the golf course and then their way to their palatial homes. Management's have done nothing to fix these companies.  Millions in compensation have resulted in more excuses more failure and lower share prices.  Nothing SWN management is doing will right this mess, but what do they care? Millions upon millions doesn't get you much in the way of management genius these days.  Company should have been sold years ago to salvage some shareholder value. It's been nothing but failure after failure as share price evaporates.  The undeniable fact is managements at companies like RRC, SWN, UPL and others have prospered and shareholders have gotten porked.",
"As export capacity projections increase we are seeing yet again a larger increase in production ahead of time.  Just a sniff of higher demand has already seen big increases in hyper-productive rigs.  Sadly this is the reality and how this business works now as gas is so easy to get out of the ground and managements get rich and give shareholders the finger. There is no incentive for management to earn their untold millions as they get rich whether the company prospers or fails. Even as gas prices step toward the precepis producers will push rigs over 200 soon.  200 rigs each completing multiple wells each month? That is insane.  The dream of a storage shortfall is turning into a full capacity storage nightmare.  Virtually every prediction for a balanced market has failed.  More pipeline completions and the death spiral continues, for shareholders anyway.  Viva la Nina...",
"SWN q4/q4 total prod bcfe 239/202 , o/w gas 210/183 bcf, gas % 88/90",
"While most companies are projecting 10 percent annual growth, please note that they are projecting Mcfe's.  In many cases, such as SWN and RRC, over half of the growth will be liquids.  As liquids increase versus dry gas, so do the price realizations per Mcfe.  This was covered extensively in both conference calls.",
"May be challenging $4.40 shortly here. Maybe form SG13 after market close? Please TP, take an active position to put little pressure here....",
"U.S. natural gas exporters predict new boom, thanks to surge in demand from Chinahttp://cnb.cx/2Dhxdig""In the U.S., we have a low-cost, abundant, diverse resource base with large growth that we see coming down the pipeline,"" Brown said. Tortoise is one of the largest shareholders in Cheniere.Brown said the United States also has the largest infrastructure in place.""We've have the workforce, and we've been building out these gas-processing facilities, these pipelines and all the infrastructures that's required to really support the big LNG boom that we expect to see in the second wave of LNG in the U.S.,"" Brown said.",
"my_city, folks were saying la Nina would drive storage below the bottom of the five year range.   That's not happening.  in fact we may see an early increase in storage level as companies get cranking on dumping more gas into their mess.  Based on some recent hedges I have seen I really think most companies realize gas isn't going over 3 bucks for a looong time.  My only question is how low are managements willing to go to collect their production bonuses. The bluster over increasing production is reminisant of a few years ago when gas went sub 2 bones.  Power plant managers are licking their chops as gas producers jump hand stands to destroy their own companies to give away gas.  What power plant is going to hedge gas even close to 3 dollars as gas producers telegraph more suicidal intentions to grow their losses?",
Wait till the bid offers come in for their assets sale!  Kaboom higher we go-  $4.30 is a steal,
Still under $6? Perhaps not for long.,
"I kept hearing how storage was going to fall below the five year range this year...how's that call working out?  Same as the ""the market won't be over supplied long"" call? Storage is a non-issue in this new environment any way.",
"Market won't be over supplied much longer?  How long have I been hearing that...natural gas in the US is like sand in a desert and there are thousands too many producers ready to ""spend within cash flow"" to over produce and kill any price increase.  Absolutely nothing has changed in this business.  Managements still cannot adapt to these new circumstances.",
How come no one on the call asked why they are so hell bent on growing production into an oversupplied market?,
1.8 billion would be a great number on buyout-Go SWN,
How did they pay for Fayetteville?how much is it worth and what do they expect to get if and when they sell?,
"To paraphrase 21793061, "" SWN definitely paid too much for their SW App assets. Bought at exactly the wrong time""  They are also seeing huge title failure in the mess they got from CHK. Smart common shareholders would be taking their profit today, while it's still there.",
"Unfortunately we are seeing the same old story from just about every E&P, and it's all a result of how this industry has managed to set itself up for a monumental collapse.  When virtually all companies main focus is cost reductions on one side and increased production on the other side, the cost reduction side will lose.  The price of the good sold has no bottom but costs per unit sold can't go to zero.  So with all companies swimming in the same direction (again...) we now have more rigs than ever before, when you take into account the incredible 90% drop in the time it takes to bring on new wells, during a period of falling prices.  SWN and others plans will fail because hedging opportunities probably won't support debt payments, which managements love to poo poo because they are 3 years away.   E&Ps without fail over estimate future prices of natural gas. Always have always will. Prices are headed below 2.50 and 2018 hedges are insuring further price destruction as ALL companies drill within cash flow, another pathetic part of the story, which will only result in higher production in the out years. When I listen to earnings calls it is amazing how these overpaid CEO's all lay out the same basic one size fits all approach and no one asks the real tough questions.  No one has to look for gas anymore.  It's all there ready to be pumped out with assembly line efficiency by way too many companies chasing comparatively pathetic demand. SWN and the rest do not have a plan to survive under these circumstances...but management WILL GET PAID MEGA BUCKS even as shareholder take the pipe.  One just needs to look at the steep increase in shale production with a fraction of the historical rig count.  Shale decline curves?  Big deal.  None of the old arguments for lower supply and higher demand matter anymore.  They have all come and gone..",
"I like your balanced view. What do you think of PV10? Current PV10 is $5.8B, or $1.4B after paying off $4.4B debt. This will go even lower when amortization and administrative overhead are factored in. So this means the new value of SWN's reserve is (significantly) lower than $2.43/share. But this is not unique to SWN. Most other crude/NG producers are trading at prices significantly higher than their net PV10. Why?",
"1.  SWN definitely paid too much for their App assets.  Bought at exactly the wrong time.  Could be sitting on cash instead.2.  Now that they are this far down the road, it makes sense to move on from the Fayetteville.  3.  No specific criticism of their F development (very methodical).  But it would be interesting to see if someone else with new ideas can generate new value there.",
SWN is doing a nice job today of digesting Friday's gain. I guess SWN will probably rally nicely again later today or tomorrow.,
They did mention in one of the CC last year (I think it's Q2 CC) that they need $900M capital investment each year to maintain production.,
"MtnWolf he did mention hedges: ""The good news is that 70% of 2018 production is hedged just below $3 already, which makes the headwind much less pronounced.""",
Fair and balanced analysis!,
"SWN is booming here in northeastern, Pa. Drilling and increasing wells on all pad sites , added a new high tech. pumping station and now adding fueling stations for trucks and buses. We need to keep the price up and hopefully hit $4 again.",
You didn't mention the hedges in place at SWN (NG & basis),Southwestern Energy: Potential Drivers Coming Up In 2018
Very helpful operations analysis.  What would you say is a healthy amount of debt for this driller to carry if FCF generation just continues at current pace?  What's the number you're comfortable with the debt and feel like they have an adequate amount of leverage?,
"Company is great, but too expensive. Why own EOG when you can own FANG which is pure play Permian at a 50% discount to EOG? FANG is also growing faster. EOG will be dragged down by its Eagle Ford acreage.",
CallumThanks for a good EOG recap.  EOG the company is looking up.  I'm wondering about EOG the stock.  What Fair Value do you place upon EOG shares?  I'm having a hard time coming up with something greater than $110 - $115; unless I try projecting out to 2020.  I suspect that's a dangerous exercise.,
"Expecting Oil to reach $ 70 possibly $80 this year.EOG Is in a very sweet spot to take advantage of those upcoming opportunitiesThe Company Did an exceptionally good job sure up their Finances & Increases the DrillingActivity in a key Locations.Long: EOG, BP & RDS-B",
