字段,标题1
"To know how this story will start in terms of a cap. structure reshuffling, CLD will have to address its single largest liquidity / capital structure risk. From their Sept. 10-Q: “As of September 30, 2018, we had $407.6 million of reclamation and lease bonds with underwriters backed by collateral of approximately 5%, or $22.0 million, in the form of letters of credit under our A/R Securitization Program. The terms and conditions with the issuers of the surety bonds allow for collateral calls to mitigate their exposure. The amount of collateral that could be required under these collateral calls would be based on the underlying bonded assets and their risks, our credit profile, and overall market conditions. Should further collateral for these obligations be called, this could utilize a significant portion of our existing liquidity or potentially exceed our existing liquidity. If we are unable to obtain or retain required surety bonds, we may be unable to satisfy legal requirements necessary to conduct our mining operations.” If the surety bond holders ask for more collateral of any significance, the game is likely over and they enter chapter 11. It is pretty shocking that they have this little posted given their current state but my guess is that there are heated discussions ongoing behind the scenes.",
Existing contracts would be unaffected. New contracts might be impaired.,
"I thought about this discussion last night (New Year’s Eve; awful. I’m getting old) and it occurred to me Cloud Peak will likely have a difficult time selling their coal into the domestic market for new business for longer term (>6 months)because of the threat of bankruptcy without discounting their prices relative to Peabody and Arch from their PRB operations.  This becomes more difficult when both of those companies have lower production costs due in large measure to higher volumes.I think most utilities will be reluctant to enter into contracts without some upfront incentive (lower prices) to offset any potential contract issues associated with a bankruptcy filing. I doubt if spot purchasing decisions will be affected, however.So it makes it more difficult for a market uptick to aid Cloud Peak’s financial position. It’s a shame really.Anyway Happy New Year to all!",
"Ok.  I voiced some disagreements earlier in the thread about the comps and another commentator who was skeptical of the reclamation bonding.Here is my narrative now.  No the equity isn't shot.  But if the 2024 bonds are a potential 4 bagger, then equity had to reduce to a price even greater than a 4 bagger.  Right now, they have the ""potential"" to be a 10 bagger if CLD can sell the whole company for $600M, which is possible, though obviously risky.Let me explain why it's possible.  Using Michael Boyd's number of $17M in operational cashflow minus CAPEX for 9 months ending Sep 30, we have to adjust for the weather losses in Q2 that dragged into Q3.  It prevented them from producing 2M tons of coal at a profit margin of $1, and was a significant factor in raising average cost of 13M tons by $1.50.  My estimate is that this impacted cashflow by $15M to $20M.So add $15M to the $17M cashflow from the finacials.  That's $32M.  Then multiply that by 1.33 to account for the missing 4Q.  That gets us to $40M cashflow.  Remember, we're at the bottom of a cycle here.  This could easily increase if coal goes up in value.But let's just say they only earn $30M cashflow going forward.  Mine depletions, cost increases, underdevelopment, and whatnot.  In the 3 years it takes to reach the 2021 bond maturity, they will have generated $90M.If they pay off their 2021s, at say 70% par, using that $90M, then that eliminates $127M debt plus $15M interest expense.  So they only have $223M debt going forward with a new $45M cashflow rather than the current $30M in my example.  Could they roll over at this point, considering they also have liquidity of $130M?  Yes.This only assumes things remain the same, which is bleak.Would someone want to acquire this?  Yes.  For one, it would be debt free going forward and they'll have the option to suspend production until prices increase.  Debt free, cash flow generation is $70-$80M with current prices at the bottom cycle.  But they could sit on it.For the bond holders, they have the added benefit of receiving 75% of their money back in interest, until 2021.",
"Can anyone who has read the indentures and spoken with the company spell out the debt structure for me here?  I've seen a lot of market mispricing over the past 20 years, but legit senior debt is trading at a discount to junior debt for no good reason in a hugely troubled company would be a first.  The market makes lots of mistakes, but I've never seen it make that one, and it would be so easy to arbitrage away by buying the senior debt and shorting the junior.  It only takes one hedge fund to notice and poof, it's gone.The second lien notes are due sooner, so maybe the issue is that the company will issue new even more senior debt to pay them, at a giant discount?  Then the 6% debt would become the most junior.  Could that be it?",
"@Michael Boyd I appreciate your analysis.  You're always dilligent, thorough, and professional.  I'm not in complete agreement, though, regarding your comps.I think you've failed to take them in their proper context.Let me add one more for you, which you didn't mention in the article.Contura Energy (CTRA) sold 2 mines in the PRB (the exact same area as CLD operates) in 2017.  Their total reserves were about 600 metric tons.  They sold them for $50M, which is pathetic.  Your comps in the article also imply the mines aren't worth very much.But here's the missing context.  Which I gleaned from CTRA.  In making their dismal $50M disposition, CTRA generated income tax deductions of approximately $400M.  CTRA, like many coal miners, are post BK companies.  They suddenly have low debt and lots of free cashflow.  Selling their most troubled assets are a great way to reduce taxes on their suddenly massive free cashflow.And that is the missing context.  The comps were created at a time when these companies were incentivized to sell underperforming mines, all at once, in order to realize tax losses, and they didn't really care too much about the price they sold because the tax deductions were significantly greater.  Add to it that their shares are generally undervalued post-BK, extra free cashflow is great for buybacks.So your comps were unnaturally biased downward when they normally would not be.  This industry just recently suffered major bankruptcies.  Those dispositions do not reflect intrinsic value, only temporary opportunities for brilliant financial maneauvers.These companies were smart to do all this.  But it created an unnaturally low market for these mines.",
Cloud Peak’s balance sheet dated 9/30/18 has Asset Retirement Obligations (ARO) in their liabilities section of $108.4 million. I am assuming this ARO line item encompasses their reclamation liabilities. This amount seems very low for three surface mines. The most recent 10Q says they have $407.6 million in reclamation and lease bonds off balance sheet.Could the significantly lower ARO pose a near term problem or is this just a “kick the can down the road” situation?,
"I suggest an out of the box suitor—the BNSF—hauling PRB coal is a good business for them and is others are looking to wind down production CLD would be a small investment to protect the business. I agree shareholders are screwed but bond holders may find an interested party to refinance the debts in the form of Berkshire Hathaway, owner of the Burlington Northern RR. What do u think?",
"What about exports: seekingalpha.com/...Indian Imports A Growing Tailwind To Maritime Trade	     	Dec. 27, 2018 seekingalpha.com/...	The big bright spot for Cloud Peak is international sales. Here, the company has export contracts of 5.5 million tons p.a. via Westshore Terminals, Canada. This amount will increase to 10.5 million tons in 2021 and 2022. In addition, CLD has signed the delivery of more than one million tons (JERA) to Japan from 2020 onwards, increasing the exported coal volume to 11.5 million tons by 2022. Up to now, export earnings have been barely visible as only $5.46 cash margin per ton was generated on exported coal last quarter and even less before.",
"Nice analysis, MB.  I would be interested in your perspective on ARLP as it has been quite some time since you published on ARLP/AHGP and with Illinois/Appalachian Basin coal prices rebounding...  ARLP presents an interesting contrast to CLD.",
If the most likely recovery is around 50-70% for bonds and therefore they trade ‘about correct’ in the 60s are they worth a buy for the massive interest payments for 2 years?,
"The prevalent theme held by the bondholders is that they will pay for another year since its a free call on higher coal prices. Could be, but better credits to play with than this one.",Cloud Peak Energy: Still Putting Coal In Investors' Stockings
"Author’s reply »
FYI - seeking alpha podcast on one of my favorite names seekingalpha.com/...",
Match group is a long term winner with international underpenetration of dating culture and revenues upside as long term tail winds,
"Could Wonder Be a Real Tinder Competitor?OPW INTERVIEW - Dec 28 - Sean Rad and Justin Mateen, the founders of Tinder, have something in common with Ryan Surratt. They're all USC grads. Ryan's built 'Wonder' a new dating app that focuses on getting people together for real world experiences, and weeds out the fibbers and ghosters. Here's his overview of the new dating app Wonder, which launches in L.A. in January.www.onlinepersonalswatch.com/...",
Long match,
When do you think the company will add paying dividends to investors,
Thanks for the article.....I am quite bullish too on Match's prospects....I see a $48.00 handle sooner than later,Buy Match On Strong Competitive Position Driven By Tinder
Thanks for the article.....I am quite bullish too on Match's prospects....I see a $48.00 handle sooner than later,
Thanks for the article.....I am quite bullish too on Match's prospects....I see a $48.00 handle sooner than later,Week In Review: Shanghai Industrial To Start $7.3 Billion Biomedical Fund In 2019
"With a bloated mkt cap of $65 billion, GE stock remains a sell/ avoid.Fro 18 months, I have been telling you GE will keep going down. Well it sure did.2 weeks ago I changed my tune to: GE will go sideways for a long time, 2 years or more.This stock is dead money folks. Absolutely dead money.",
"would holders of GE common shares directly benefit from any divestuture or IPO of any of GE divisions, e.g. GE Healthcare ? ; because basically some fraction of their common share is being 'sold off'.",
"I personally don’t think GE is in danger of going Bankrupt. Admittingly I also don’t know whether there is another big cask sink to be discovered. If not, GE should have enough liquidity to survive. My problem is that after debt is reduced, the remaining parts need to generate some free cash flow. Getting rid of profitable businesses that can do so seems to make that possibility harder. Now if power were to turn around this year and at least break even with a positive trend that would be a great harbinger of things to come, unfortunately I don’t have enough insight into how much the Alstom overhang will work against that outcome. I think the reorganization announced by Mr. Culp s a good first step. We shall see.",
Its alot easier to value a seperate entity than value $$ being absorbed and dispersed as managements desires. We need tax free shares of seperate company or we lose.,
If GE shareholders do not receive free shares via a spin off if GE Healthcare then it would be a shame as current shareholders would not truly benefit from such a deal. It would have the same effect as a reverse split and we all know how those go. Shareholders need ATLEAST 50% of GE Healthcare via spinoff.,
Glor You cannot be patient if the ceiling caves in time to re-evaluate your position and make a move. This dog is going down no catalyst,
I learned one thing from my journey with GE .. I learned to be patient .. I'm like a rock now .. no feelings or emotions,
"its very possible for ge to go up in value,but time has to be allowed. let us see that that Culp is made of a different cloth than that old bunch of jack Welch. new wine in new wine bottle may be the answer.",
"@Old Wizard , thanks for this.  I'm looking at establishing a position here, and irrespective of your keen insights,  is there a chance here for bankruptcy, given their debt obligations? I know Larry Culp is an excellent CEO and has bought into the company at 9.00 per share.  Are safe yet, or is there a lingering debt issue that will jeopardize a comeback?",
"WG I have to challenge the idea that the conglomerate model is no longer viewed in a positive light. How does the market view Danaher? Also what would you call Amazon. Let’s see it now owns Whole Foods, has a cloud business, is a wholesaler of just about everything, makes electronic parts for the home, owns both a trucking company and a fleet of Cargo planes and provides a web service for third party sellers. How about Walgreen’s buying a health insurance company or Comcast buying NBC? For that matter companies like Lockheed Martin and General Dynamics are conglomerates if you peel back their current composition. Lockheed bought  General Dynanics’ F16 business, Merged with Martin Matietta, which had bought GE’s aerospace business. Then the company bought Loral which itself had bought the defense business of several companies including that of IBM and Ford.  Raytheon has a similar history by buying among others a Florida company which was in the military  radio business, and General Dynamics bought a software company. Each of these has bought a commercial airplane manufacturer. I think the market favors any company that is increasing profit and/ or dividends. If that company happens to be a conglomerate it is favored,. If the conglomerate is in trouble and has decreasing profit and / or dividends  the “ market” seeks to ascribe the reasons. One that is in vogue today is the Conglomerate model. From my point of view, when the “market” was cheering Immelt’s efforts to buy Alstom and then after the acquisition extolled what a coup it was didn’t  assess the result  obviously as the conglomerate structure being out of favor. Let’s all agree if a conglomerate is managed badly it should be out of favor and if it is managed well it should be in favor. Might we say the same for any business?",
Just in case anyone does not understand the difference between spin offs or IPO’s.  www.investopedia.com/...,
This article wets my appetite for a speculative foray. Thanks!,
Recall many years ago when in Pittsburgh. Westinghouse played second fiddle to GE for years.Westinghouse is no longer. GE has been almost destroyed.The market hums on...,
"If GE spins off the Healthcare unit then GE is a buy, but if they decide to do an IPO then there is no benefit in owning the stock.",
"Sell the winners, keep most of the losers, greatly simplifies the management and turns GE around. Sounds silly on its face. Don’t believe that the sales of well managed businesses simplifies the complexity of managing power with the Alstom’s poison pill in the mix. Also the management of oil and gas seems not to have been able to profit by oil being 60/ barrel or more for most of 2018. If one looks at renewables the profit is approaching zero even as revenue increases. I suppose selling Healthcare and Transportation will therefore simplify  the management of renewables. Obviously Aviation has excellent management and needs no help from the corporate staff. I think the complexity argument is pure rationalization. Let’s face it, if power can’t be fixed, GE stock will not rise. Selling two well-managed profitable businesses to simplify complexity is pure Humbug. The company is reacting to the financial community which claims the sky is falling because the company is too leveraged. Whether it is better served to reduce debt by selling or spinning off profitable businesses is a trade-off and seems like a short-sighted solution. At least one other strategy is available, slowly decrease debt, get capable management at power, keep  healthcare,  understand why renewables is not very profitable( that is it really a viable business if not sell it to a group who believes it can be) sell off oil and gas and create a comprehensive plan for digital and additive manufacturing. We’ll see if the plan announced succeeds. If it does all well and good, but rationalizing actions for what are questionable reasons doesn’t do it.",
"Hate to be the turd in the punchbowl, but I doubt we see any shares of the new healthcare company.  It's GE's way...they'll probably IPO 50% and retain the other half, which they'll wait and sell below the initial IPO price.  After a year the new company will triple in value but the GE shareholder won't benefit.  Of course GE will use the money to ""pay down"" debt, but it will take years for the stock price to break $15.  The penny per quarter will be your ultimate reward.",
The Baker Hughes spin off doesn’t seem to have been beneficial to shareholders. Am I missing something?,
The only thing that stands between bankruptcy and going concern is Larry Culp and his management team and BoD.I believe the market will stabilize and in the coming months GE will show some green sprouts. I am glad that Larry is moving slowly because the financial situation is precarious after being raped and mismanaged by Neutron Jack Dimwit Immelt and kiss ass Flannery.So I don’t blame investors being cautious or outright negative.,
why does noone refer to the Siemens Healthineers experience? so utterly strange,
"End of year tax selling is almost here. Sure there is unknowns and risk. Nothing wrong with following the company. There are really two camps here now a days on SA on GE the Believers and Executioners. Then there are the side spectators. I am a spectator, but it is dirt cheap, it could get cheaper, but several folks on SA with decent  creditials have made good arguments for stepping in with speculative cash and buying. I have said for months holding off keeping my powder dry and ready. It may be time for me to at least load the gun.   Healthcare is one of the best parts of the conglomerate with aircraft part a close second.  While still risky. GE looks interesting it may be time to at least take some of that dry powder and load the gun!",
All you have to remember are what Warren Buffet taught investors and proved it years ago when he bought American Express at a substantialDiscount to intrinsic value during the notorious salad oil scandal. Buffets lesson? “look for a company that is experiencing a large but correctable problem and take a meaningful position”.,
I imagine BRK might have interest in Aviation or HC for cash.,
how does a well performing spin off like GE health care directly affect current shareholders? do we get fractional shares of new company? payout?,
"Referring to Jeremy Blum:Spinn off unlocks value: guess this is just assuming that the standalone Healthcare will be more favoured by investors. Contrary, you can say, value of the remaining GE will go down.Debt reduction will be pro ratio. The remaining GE will have much lower volume, lower margins. So why should they get better rating?",
What a difference a day makes...now GE is all the rage...,
so how is the Healthcare IPO gonna be spun off to GE shareholders?? or do we have to swap GE shares for the Healthcare and what is the ratio..??I mean that is the important info here..and I don't see it ..,
@george  How are pensions paid from new Healthcare company?,
"I would like to see GE at about $5.50 and then have Culp do a reverse split. Get the stock price to about $45 or better. Then institutional investors can consider GE again. Most of your serious investors don't buy stocks that trade too far below the $50 per share price. Further, I would like GE to retain a significant ownership in every spin-off. Let the market establish the value of each major segment and then GE gets the benefit of their continued ownership. GE is the corporate ""Lazerus"" of our time. So far, 3 days dead and stinking! But on day 4, raised from the dead. It is possible.   (reference for those who don't follow the Holy Bible) en.wikipedia.org/...",
What most people don't get is only 60B or so is interest-bearing debt.,
I am long GE. Going to turn around. No doubt in my mind. I’ll keep buying every dip and ride that channel down and up.,
Abject failure. Do anything to avoid attaching bankruptcy to your resume and let the band play on  for couple years til there is no GE left. Slide on out to new top position in another firm.,
"Old news. GE planned to spin off its health care business and sell its multibillion-dollar stake in Baker Hughes last June, when the share price was around $14.When it was announced, Fitch Ratings does not anticipate the move would affect the company's rating, as the decision to spin off its healthcare business would negatively affect the company's diversification, earnings and cash flow.",
does any one know if stock holders get stock div or rights on the spin off.,
"I realize the focus of the article is healthcare, yet you did mention other parts of GE (power, credit, pension liabilities), I was surprised to see that Aviation wasn’t discussed, for it is also a major component that has an 8 year backlog of orders, and is a “sticky” division in that once an aircraft engine is purchased, the customer is most likely to continue with services and replacement.",
"@WG Investment Research An excellent article on Healthcare and its intrinsic value.  it's amazing that Healthcare can have a value (average) at about $5.30 per share and yet the market currently values ALL of GE at only $7.50 per share.  Clearly a significant mis-pricing is going on......and IMO it's time to buy-in.I am doing this slowly with selling short-term (weekly) ""put's"" with strikes at $7.0 and $7.5 .",
"Seems reasonable that since GE has been in the headlines as having problems for quite awhile, much of the top talent has left and has had difficulty attracting top talent and top college grads.So, probably even the better GE divisions are screed up. Thus ,better to spin-off Healthcare, to at least be a separate company and attract new talent.",
Excellent article and you are sooooooo right,
"A Healthcare spinoff does the following1.  Unlocks value.  GE currently trading at a 10 PE, the spinoff will likely trade closer to 20.  Value unlocked $15-30 billion depending on valuation and how much debt is taken by the spinoff.2. Debt reduced at GE3. Less debt means better credit agency ratings for GE debt4.  The spinoff is almost certainly going to take some of GE’s pension obligations.5.  Spinoffs have a history of performing better once released6.  Healthcare is rock solid with a high profit margin and steady revenues.  It will be able to issue or refi debt at lower rates than GE can.7.  More than enough GE debt will be repaid to take away any concern of dilution or a junk bond rating.This is going to happen.  The only thing that might stop it is a really bad IPO market.  When you look at other IPOs ready to go (Uber, Lyft, Airbnb, Slack, Pinterest), the market looks like it will be there.",
"Are GE shareholders going to end up with another stock--some kind of healthcare company?  What does that leave to keep GE afloat?  If this is such a great idea, why aren't investors buying GE (and pushing up the price) in anticipation of a smart spin-off and a leaner (but still surviving) GE?Right now, the risks named in this nicely prepared article would seem to outweigh any possible upside, so, maybe, I have answered my own question:  Investors aren't driving up the share price because they aren't convinced that GE has much of a future.",
Great article. Thank you I have been loading the boat as well. Avg was 14 now 11.50. I was hoping to get it to 9 waiting to see if Tusa was right ($6). I am now buying any weakness and being patient because it could take a while but I’m willing to wait.  I made a great deal of money making plays like this in FCX X AA and LNG. Don’t listen to the naysayers and bid in to weakness. Don’t pay up Into strength. That’s my take again thanks for the article.,
"https://youtu.be/ZG1Xa5DT0hQTotally agree. They need cash to offset shortcomings of other divisions. That's why I've been loading up on the stock at 11$, 6.90$, and $7.Video report at the link above.",General Electric's Healthcare IPO Is Actually Just What The Doctor Ordered
FL can go lower,
"It's likely the fear of direct to consumer will not go away. Foot Locker may not go away either, but the former concern makes it a value trap.",
The dividend was indeed somewhat soothing.,Foot Locker Is Too Cheap
The dividend was indeed somewhat soothing.,Box And Dropbox: Why Growth Investors Should Own Both
,SolarMax Technology Aims For $18 Million IPO
My concern is that the sources of merchandise for TJX and ROST are drying up as other gradually failing retailers finally go belly-up.,
Even with a mini-recession in view TJX/Marshalls will do well. Same with all the Dollar stores. With luxury cars in their parking lots leads one to question what is up. People want to save money. I am watching TJX.,
"The author does a great job presenting the bull case for TJX, but doesn't say anything about the bearish factors, which are:1.  The stock is still in a technical downtrend from its recent highs, and2.  The company's store count might not be able to expand much more, as they have already used most of the good locations in the U.S. and Canada, the only exception being HomeSense, which still has room to expand.",
"Very good article. I have a general question about their recent stock split. I believe it was 1:2. Basically, they had to double their share count to accomplish this, correct? Why spend money on buybacks when you just recently doubled your shares? Aren’t these actions contradictory?",TJX Companies Is Finally A Buy Again
"Very good article. I have a general question about their recent stock split. I believe it was 1:2. Basically, they had to double their share count to accomplish this, correct? Why spend money on buybacks when you just recently doubled your shares? Aren’t these actions contradictory?",
BQ - I am disappointed at this article. Please don't write if you don't have anything concrete to say,
"BQ : I don't know how you say that AAOI has a 'sizeable sales force, as their S & M expenses are barely above $2MM per Q - which is ridiculously low. I would also comment that their founder/Chmn/CEO has done a terrible job of managing the business. (he may be terrific technologically) but the company would be well suited with a professional manager as CEO. I am long AAOI, as the potential is too much to overlook. I just hope that they can execute (realizing that hope is not a sound investment tool).",
Intel will buy them out for $100 a share. :)What??? You don't believe me? lol,
"Mellanox is having quite a bit of luck with their silicon photonics.It is a concentrated play, unlike Intel.  The stock price held up wellin this downturn of tech.  To call it under followed is a understatement.",
The optical space is played by big boys now like Cisco and Intel. It sounds disheartening but there is no place for a little one.,
"BQ - any thoughts on production space doubling in China?  Gonna have to sell a ton of wigits -  I agree with you.  ASP for 100G is down, what about 200G and 400G?  Also,  FTTH with the cable companies is the only area of growth for AAOI in the past 2 qtrs.  Thoughts.One wicked stock, that's for sure.",
"buy and then go pet a rattle snake.  Or, in reverse order",
I agree with MR Chaos plus the insider leaks that happen at this company. The shorts have made a fortune capitalizing on poor management communications coupled with internal leaks. Shorts dream stock.,
I'm long AAOI. Fingers crossed.,
"The biggest issue and risk with AAOI, that you failed to mention and is a key in investment vs. gambling, is MANAGEMENT! The company's management, mainly its CFO are unreliable and trustworthy. They are not transparent and provide false guidance on a consistent basis. That said, it might be a reasonable 🎰 at this price level. I believe that their only true worth is as an acquisition target, where current management may play a decent role as operators but not Corporate level, investor facing executives....until replaced.",Applied Optoelectronics: Risks And Opportunities For 2019
"The biggest issue and risk with AAOI, that you failed to mention and is a key in investment vs. gambling, is MANAGEMENT! The company's management, mainly its CFO are unreliable and trustworthy. They are not transparent and provide false guidance on a consistent basis. That said, it might be a reasonable 🎰 at this price level. I believe that their only true worth is as an acquisition target, where current management may play a decent role as operators but not Corporate level, investor facing executives....until replaced.",My Tech Wreck Picks
Fitch rating downgrade...,
shorts favorite for every pop..going down after a nice run..,
"One, pertinent question, for people who know about financesIf VSI, disappear, how much value would it have for existing shareholders !!!",
"Nice article! What’s your view on the term loans both trading below par, especially the one maturing in March 2019? Markets pricing in a potential bankruptcy risk?",
As always thank you for your insight.  Hope you are correct as I am long via short Jan 5 puts.,
I will patiently for this to drop under 2 and buy,
Awesome,
"I have read most of your GNC articles and also your exchanges with CC&I. Previous to this article, you sounded ""bearish"" despite your publicly disclosed short-put position. All of a sudden, you came out with this article, sounding, surprisingly, a lot more bullish. I guess it is just that the share price has dropped so much that you think it is worth to speculate now? (despite the fact that nothing really has changed over the last couple months).",
"investors are spoiled for choice now in the growth at reasonable price...and getting cheaper. Will or should one even focus on GNC anymore? IF i were Harbin, id be looking to take over the entire gnc on the cheap....",
the game and ploys for your shares on the cheap is not over....,
"GNC is ultimately a zero - bankruptcy.The company blew $1.7B on share buybacks at an average of about $37/share. Today, shares are worth $35/share less - that is about $1.6B of (shareholder) cash that has been torched! ARO did similar - $1B share repurchase at an average of $16/share while having no debt, and was regretting it when their shares were well below $1 and they needed to take on debt just to keep the doors open a bit longer. GNC will be exactly the same.And, wouldn't you know it, company now has 15 million new outstanding shares on the balance sheet over the past year. BRILLIANT! Purchase shares at an average of $35 and then reissue down below $5. Buy high, sell low - GENIUS!The company is saddled with $1B of debt, and has declining sales. Wouldn't it be wonderful to have that $1.7B cash from the buybacks?Shares are going sub-$2 in 2019, and ultimately sub-$1.The valuation here is ridiculous - one big financial shell game and sorry to say, common shareholders are the losers.",
"the shorts seem to have a total grip on the upward movement of share price, past trends showed any pop will come down with further down.. low demand and a weak bid price on a daily basis, bull traps all the way.",
Well thought out article that I totally agree with. There is an old adage that pigs get slaughtered. The shorts have made tremendous gains here and the wise ones have already  begun exiting. Seems to be under fair value already and could jump substantially if an “event” happens. Not worth the risk IMHO.,
owning this is like having nightmare..vsi better,
No more benefit to keep short position. It will follow SHARP model rapid strong and gain orders at Asia. GNC value is more than 5.35.,
"Great article, I’ve been been watching closely for some time now. I think it’s time fo reopen a position, definitely way undervalued. I will definitely take your advice and not short it for now.",
"Read somewhere that VSI, in good financial shape will acquire GNC",
"Once again, a well thought through piece",
"The problems is the management is not good. Martindale was lucky to leave the sinking RAD ship where he pretty much achieved nothing, he killed two birds with one stone. He gets a well paid job for a few more years, his wife enjoys life in Pittsburgh, no need to relocate far. Fixing gnc, well if it happens, it happens...I am still perplexed why Moran and other board members bought so much stock and have seen their investment collapse 60-70%. In retrospect, i think Moran tried to bluff the banks in the midst if the TL refinancing, that his turnaround is proceeding well.",
"As always, buying and holding individual stock is a luck draw. Companies come and go. The future for an individual company is almost unpredictable and the rate of change is only accelerating. Half of s&p500 companies wouldn’t be in the index in 10 years. I am long the stock and -40%. With individual stocks we have to diversify but research is taking too much time. Thanks for the careful analysis and writeup.",
Good well written article Carlton. Fundamentals will need to improve for the stock to perform. Management is running out of excuses. Bankruptcy risk is off but the company seems like struggling on operating metrics. High time management focuses on creating shareholder value. Expectations that are built into the stock price seems to be for a steady decline for the next 5-10 years.,GNC: Short Argument Has Run Its Course
Good well written article Carlton. Fundamentals will need to improve for the stock to perform. Management is running out of excuses. Bankruptcy risk is off but the company seems like struggling on operating metrics. High time management focuses on creating shareholder value. Expectations that are built into the stock price seems to be for a steady decline for the next 5-10 years.,"Chesapeake Energy Corp.: Massacre, What Should Investors Do Now?"
