字段,标题1
""" While the issue of blame will be sorted out in the coming weeks and months, it's not a good look for SpaceX. ""Looks fine for anyone with open eyes.http://bit.ly/2FlpBNG""For clarity: after review of all data to date, Falcon 9 did everything correctly on Sunday night. If we or others find otherwise based on further review, we will report it immediately. Information published that is contrary to this statement is categorically false. Due to the classified nature of the payload, no further comment is possible.""""A photograph taken by a Dutch airline pilot, Peter Horstink, flying near Sudan coupled with analysis by Dutch amateur satellite tracker Marco Langbroek (@Marco_Langbroek) supports the assessment that the second stage performed as expected.Langbroek posted the photo on his SatTrackCam Leiden blog and concluded it “almost certainly” is of the second stage “depressurizing and venting fuel at the end of its de-orbit burn.”  SatTrackCam Leiden is an amateur satellite tracking station in Leiden, the Netherlands.""""Jonathan McDowell of Jonathan’s Space Report, which provides detailed information about space launches, tweeted yesterday that the Air Force assigned a tracking number (43098) and name (USA 280) to the object, suggesting that it made at least one orbit, but leaving open the question of whether the satellite and second stage separated or not.""""Supporters are now grasping at straws.""I think you meant bears, as usual.",
"""Based on information in Petersen's article, it is estimated that there are about three dozen pounds of cobalt in a 75kWh battery Model 3.""Is cobalt sold like donuts? What's wrong with thirty-six pounds?",
"Bill, you are correct.  I have also been spot on the fundamentals.  No one seems to care.  They will someday, but that may still be a ways off.",
"Everyone loves the Model 3 and production is accelerating.  The only straws I see being grasped are the same, tired points made by the bears.  It's as if they don't understand what the growth phase of a company is, how fixed/variable costs differ from each other and how gross margin goes up as production accelerates.",
"Tesla is said to be on its “last legs” and the stock, while volatile, holds its own or continues to rise!  ;)",
They're just going to sell more shares anyway. The public still loves Tesla. It doesn't matter what they do.,
"“Just a 3 second power failure, which happens there 2-3 times per week is an extremely major production killer”This production hell could have been avoided if only Tesla had installed a big battery system.I think Samsung makes good ones.",
Power outages at the almighty Powerwall/Powerpack company?No UPS solution? Who would have thought...Samsung to the rescue (again)!,
"""Just a 3 second power failure, which happens there 2-3 times per week is an extremely major production killer to Panasonic who makes the battery cells inside the Gigafactory.""An ""energy"" company that can't figure out how to keep the power to its manufacturing plant stable.",
"I found it rather hilariously stupid when a Tesla Space X spokesman claimed there was some doubt as to where the failure lies. As I see it, a satellite in an inactive object which must be inserted by its rocket into orbit. The satellite only has the capability of minor position adjustments - it's up to the rocket to do all the work required for an orbit insertion. I don't think blowhard Musk will be making any future guarantees about his rocket's ability to work right .Let's bill Tesla for a couple billion dollars.",
"Are all the SpaceX detractors SURE the launch mission 'failed'? Of so, I suggest you binge watch a few seasons of 'Homeland'",
a gigantic short squeeze is coming your way lol,
"Bill wrote:""while others continue to support Elon Musk and his space efforts, even though the latest launch supposedly failed.""Not sure you can consider the launch a SpaceX failure and the military contracts are a potential $70B market.  There is plenty to knock with Tesla, no need to pre-emptively knock SpaceX.",
"Excellent article, thanks for posting it.I wonder what CNBC is going to say about the cobalt and battery production problems? Hmmmmm, the silence is deafening...Disclosure:  I am short of TSLA via bought puts.",
"Why don't they apply some of the Powerwall-design batteries in an uninterruptible power supply setup? Ideally, it would be integrated on the ""mission critical"" plant equipment, and would operate long enough so that production wouldn't be ruined.  Things seem strange out there in the desert.",
Here is an interesting article that may eventually may cobalt-based batteries irrelevant.http://bit.ly/2F8LIqIGrant,
"I don't understand your motivation.  If you see an opportunity that no one sees yet, why don't you just keep it to yourself and makes lots of money when it materializes.  Why do you have to publish articles after articles to convince other to follow you?  Don't you want Tesla price to inflate higher and higher to lower your cost to short it?  Or are you really worried about the gullible Tesla shareholders and want to save them from losing all their money?",
"Thanks Bill! Reading both bear and bull stories on TSLA, incl your earlier articles. However, not sure the cobolt/lithium or interest rate issues are material on the bottomline - the cash issue would be, however I have not yet seen any good build up of estimated low point and timing, or estimated cash at end of H1. Any suggestions?",
"While agreeing with your premise that the optics for Tesla are worsening...at least for those who are willing to look.  I disagree with your use of SpaceX to pile on.  The recent SpaceX launch of the ""Zuma"" satellite appears to have been successful as far as the launch provider's responsibility goes.  The failure, if indeed there was a failure, is speculated to have occurred in the satellite itself or at the payload adapter.  In either case, these were payload items supplied by the customer and not part of SpaceX's responsibilities.  Note: The Wall Street Journal is having to walk back their earlier comments on this too.",
followers should find a lifeboat from the sinking Titanic (Tesla) or else they will soon be drowning (in debt if nothing else).,
"Why am I not surprised.  Bad business model, they make a product that most people can't afford. No one wants to buy a cat that can only go 200 miles, takes hours to recharge and pay huge amounts of money for it.  Zero profitability since the company was created. So once a gain, why am I not surprised.",
"The author,Yes, every things are worsening, especially the TSLA price.The Longs like this way.How about Shorts.",
Bears now grasping at short straws.,
"Perhaps if you were more factual instead of blatantly biased your article might be of use. I am personally a Tesla supporter but i'm open to seeing different perspectives. This article offers some facts but overall it is very one sided. If you are writing an article on Tesla it'd probably be best if you stayed on topic instead of diverging into a SPACEX tear piece. But hey, that's just my opinion right?",
"Oh, that stock is rising to the shorts position again.Time to dump on it again.",
"If Cobalt is mined, how come they can’t get it out of their ruined batteries? How come they don’t have back up generators in case this three second blip goes down? No backup batteries?",
"“Panasonic is being stretched, but that doesn't mean they are falling behind with Tesla. Panasonic is capable of producing batteries for something between 10K to 20K Model 3s, from now, and is already hiring to to staff the new battery machines that will be implaced, once Tesla works through the battery glut from the bottleneck.”A more recent comment (5 days old) snatched from the internet :http://bit.ly/2qMgMt9",
I’m pretty sure I’ve read this same article once a week since 2015 or so.,
watch out for some new cobalt mines on their way in Canada.First CobaltBaTTery Mineral Resources with several high grade deposits (+2%),
•Cobalt prices remain elevated.: Li batteries are redesigned with diminishing Co content•Interest rates continue to rise.: so are Tesla sales (YoY)•Supporters now grasping at straws.: Model 3 will be a success,
"thing that i have noticed is all of the media enablers can clearly see that tesla is not the tesla they fell in love with, but they are incapable of doing an about face on their earlier narrative and basically humble themselves and say tesla is not what we believed it was.Earlier on I really believed Tesla was 'real' but it didn't take much looking to completely debunk the narrative. So why can't the media? It seems they have massive peer pressure. They are afraid to step out of line because they are massively insecure and also terrified of losing access not only to Tesla but to other high profile people. So this is like the mafia code of Omerta where no one breaks the code of silence even though they all know the secret.So they know or ought to know this is a farce but continue to tell the lie and to hell with telling the consumer the obvious truth. Facts are meaningless, until the banruptcy is all but unavoidable then it will be safe to tell the truth about this farce, but not before then. What a system.",
"if there is another capital raise, the stock will go up, not down. It will remove the bears single biggest talking point.  As more and more people get their M3s, the stock will go up. Each new owner is also a buyer of the stock. You are seeing it already. I am picking up mine on Saturday.",
"""Street analysts seem to be ignoring the elephant in the room, likely another capital raise""Ummm, hate to point out the obvious, but the Street gets PAID when there is another capital raise....",Tesla: The Optics Are Worsening
Well that is what you get when a bunch of scientists play businessmen.,
"Ouch!  Bad timing indeed.  Meanwhile ILMN is firing on all cylinders, finally.Wonder if acquisition by ILMN would make sense?  And would pass regulators...",PacBio's Library Preparation Issues Announced At A Tough Time
BZUN booked costs for Singles day in the third quarter. And revenue on singles day were much better that estimated. So imo 4rd quarter could be very positive wirh a positive price reaction. Especially when investors sell before earnings to avoid losses like the last several times.,
"What is this company’s moat? I don’t see any tech advantages or barriers to entry. And if they are switching to an asset light model, why the significant capex spend? Seems like a sketchy biz model.",
"This stock now has a bad reputation as it’s highly volatile and tends to sell off violently after earnings reports. Each time it looks like it’s about to take off, you see profit-taking and the stock tanks. Yesterday was an example of that. It needs a really good earnings report to break this cycle.",
That's the big one. Hold thru earnings or sell right before as it has a history of dropping after then going back up. It may be different this time as they will give 2018 projections,
"if you can stomach the volatility, this is highly rewarding. $32 - $36 seem to be the range now until next ER?",
Shook out weak hands today. Great entry point.,
"I'm tired of this stock, holding for 6 months at $33.07, was up 20% was down 20%, more than once. Thinking of getting rid of it cause big money is playing around with this stock too much. It's the Chinese ATVI :(",
"The fact that Baozun works with large clients is enough, in my opinion, to warrant a long term position. Plus, they have little or no competition. Analysts will have to sit tight and watch them improve and innovate as time goes by.",
"You're Baozun isn't $36,93 anymore.",Baozun: A Long Holding Yet To Go Hypersonic
"1836, I see $3 eps 2018 est, $7 cf est 2018. I see a div for the year at less than $2.40",
"Looking at the latest 10-Q, I see that Southern's problems with the plant to turn coal into gas  and the nuclear plant,  have caused an earning per share decline for last 9 months of 2017  to 35 cents for 3 quarters as compared to last nine months of 2016 of $2.38 for three quarters.  Not enough to pay the dividend, so it's something to keep in mind.",
"I think that it makes sense to wait until XLU has a positive week or two before buying utilities.  When they turn, it may be temporary and they will not move like breaking out biotech stocks.  Selling puts also seems like a good idea.  If you don't have permission to sell naked put, you can sell a credit spread.",
Not recommended for the long haul?. Hm? That’s my main goal for a stock.,
"ARG1,Your previous post was noted. IMO, a PE of 15 is still a bit rich for a regulated ute, and 20-25 is over the top.",
Don't neglect to compare those highly elevated PE's.,
"Jim Creamer CNBC does'nt like SO, Instead buy MEH, AEP, D.I'll stick with SO at $42.50 or lower.....",
"Today I sold my shares of SO. I had an issue with the earnings per share.  With the proceeds I bought D, Dominion.",
"Currently, in the face of a frothy, historically high market, rather making new purchases of SO, the common, for income investors I would suggest the 5.25% baby 'bond', SOJC, that is currently trading under par to yield 5.40%.",
"I have owned SO 30+years now. A one time investment for only 100 shares. Tucked her away and have reinvested all dividends. JE is my other utility starting this time with 1k shares. I am retired today and the dividends, should I decide to take cash, will make a nice addition to my monthly cash flow.",
"Dr. Polaris, sir, >>its P/E which has ballooned to over 80 and has become dangerously highly leveraged.<<>>The share count has diluted by 15% over the past 5 years alone<<U have nailed it! This is not the time to buy this ute.",
"The share count has diluted by 15% over the past 5 years alone and Southern Company's image has been damaged by Kemper and Vogtle as well as its P/E which has ballooned to over 80 and has become dangerously highly leveraged. Nevertheless, Southern Company has been the largest Utility holding we have forever and third in value, in the family trust, behind Exxon and Chevron. In the long run, Southern Company, has value and the question is ---- how much one should pay for shares at the present time? Or should one wait or look elsewhere for additional Utility exposure?",
FYI:Forward PE is 14.79.This is because Trailing Earnings have non-recurring items and other similar charges. Forward Earnings don't have these items in them and they are usually grown at a growth rate higher than Trailing,
"Sorry, disagree, not in the face of rising rates, and a ute trading with a monster PE.",
Another big buying opportunity.,
This is a good time to buy SO.,
"Boston987 welcome to the agony of Southern stock ownership... this industry is changing in breathtaking ways...this group does not make soap...they are on the front lines of every economic battle...the Fed is not helping...Fanning and Company are smart, honest and hardworking...I am concerned that too many expect too much from the family cow...the only way to play this stock is by setting limits on yourself...",
Trying to decide between $SO and $DUK,
I’m new to this stock as I was reviewing utilities.. why do analysts seem to be so negative with SO??,
Long ago i purchased 200 shares SO at $40.17..... and sold at $50 whilecollecting 4% dividends at that time. I will indeed buy in again should thisbaby drop further. Tom Fanning is a smart guy however his Kemper plantmakes him look like a dumb guy. All the best.,
"Own some already at $47, too many burdens still hanging over. I have cash sitting without many good values out there.  I own a fair amount of utilities, decided to add to my AEP position (todays price yields 3.6%) and got back in after a few years some DUK (4.3%).  Will watch to see if they go down more and add again.  Own a little D, maybe if it drops another 5% I will add, not sure about the acquisition they want to make.  New buys would be WEC or POR if they get to a 3.5% or higher yield.  Love those dividends!  Oh read enough to convince me that BP divd should be safe, bought some of that last week.",
"I know why we are down now. Goldmans customers sold a few days ago.I wonder if they like ANY high yielding utility?  i remain long and have orders in at various lower prices if the selloff continues.And, my DRIP will be buying as long as the stock is below $50. I consider SO to be safer than the market. The dividend increases will continue. Im likely to own SO for the rest of my life. (Im 56)  I hope I have at least 20 years left. When I own SO, i compare it to what I can get in a Savings account or 5 year CD.Savings accounts pay less than 1.5%. Most 5 year CDs are under 2.5%.This doesn't mean I like the massive cost overruns. They should claw back MGMT bonuses for the last 10 years.Analyst Actions: Goldman Sachs Downgrades Southern Company to Sell From Neutral09:24 AM EST, 01/11/2018 (MT Newswires) -- Southern Company's(SO) average rating among analysts is a hold.",
I'm buying slowly as the price goes down.  5%+ yield on a utility is nice.,
"I added some SO today at $46.09. I had a limit order at $46.01 that I raised.That said, a number of my stocks with nice yields are also showing some weakness and I have some concerns about interest rates. Specifically, how fast they will rise and how high over time.Because if rates go way higher, our 5% yield here may not look as attractive?Even though we can expect annual increases.I also turned back on my DRIP plan via my broker so I will be buying more shares with every dividend. (I manually will turn that off when we go back above 50)We wont know for sure for 5-10 years how current prices will be.But, my dividend will pay for my power bill for the rest of my life in all likelihood. If I turn the DRIP off that is.All that said, I will lighten up a little at $53.",
Good example of chasing dividends and sticking your head in the sand at the same time. I don't think so. Increased cost of gas is also coming.,
"I've been long SO since the 1990's, but I have downgraded it's weighting in the portfolio due to the apparent lack of project engineering skills, as evidenced over the past few years by the Kemper and Vogtle projects.  Despite the author's assurances that the dividend is safe since they have such a long track record of paying and raising it, I'm not so sanguine on that subject.  ""Therefore, the company should drastically improve its execution in the upcoming quarters in order to avoid downgrades of its bonds and heavy dilution of its shareholders.""Not to mention a dividend freeze or cut.  The company should have drastically improved it's execution a couple of years ago.  Unfortunately, just because debt is turning into a crisis now doesn't cause the needed management skills to automatically materialize in time to save the day.  Still long SO, but not so confident that these dividend hikes will continue uninterrupted.",
"Aristofanis, thank you for this article.SO, like other utilities, is facing two headwinds: (1) weakness in bonds has carried over to weakness in utilities as utility investors fear bond yields will become more competitive; (2) the recent tax legislation (for the reasons you mentioned).However, I think SO's price decline also reflects the December 21 Georgia Public Service Commission decision about Vogtle. The PSC's decision was more nuanced than usual. SO's ability to recover ongoing costs has been throttled somewhat, with the rate of return tied to their performance in completing Vogtle. The current populist mood could give rise to PSC candidates that are less friendly to SO.Here's a link to a review of the PSC decision: http://bit.ly/2FnZ16D.I've lowered my target price buy price for SO to $44.23. This would be a 5.2% yield on a projected $2.30 dividend. SO tends to raise the dividend with the May payment, and FAST Graphs projects the new rate to be $2.30. Southern's yield reached 5.2% in 2014 and in 2015. My hunch is that the shares will reach that yield again before the Vogtle cost issues are resolved.",
Sell XLU Puts.,
I sold my position in SO 11/17/2017 @51.18 around 185 shares. No regrets. Why buy SO when  there are better utilities out there - anyone?,
"""Due to to the excessive debt load..""That's how utilities run...granted the recent projects may be what you mean in terms of ""excessive debt,"" but lots of long term holders seem to be doing fine.Looking to be one myself...",
XLU 4.3% divy and no drama..... PCG SCG EID etc.,
Starting a long position for my retirement dividend portfolio SO,
"Holding,but in addition to Kemper,you've got Vogtle. Wish my ED would get back to 4%;have owned that one for 20+ years...",
"Had order in today, didn't get filled. $46.55 I was bottom fishing :(",
Your information on the Kemper plant needs to be updated.  The Kemper plant will not be completed as a coal gasification plant.  Kemper will now run solely on natural gas.  Shareholders have already lost $3.1 billion on the plant and there may be more bad news to come.  The whole coal gasification idea was stupid to start with.  Kemper is not the only project that has failed.  I think this was more politics than science.  Does not speak well of those that tried to promote it.,
"AP,I think you could write this article about 85% of the utilitiy stocks (big electric utes). It is largely sector rotation at work, with some company specific issues. Who wants to own a stodgy electric utility (even with a 4-5% divi) when the DJIA is going up 20+%/yr. They’ll be back. Not sure when. Betting a little on XLU LEAPS.Scott",
Solid company with nice divvy.  In five years this little sweetheart has paid me 6% (30%) including divvy.  As the market soars this little gem is priced right for long term.  I'll be adding to my current position.,
"""Investors should purchase the stock [SO] ... .""Yes, I am tempted to (""for the long run""), even though I already happily own (""for the long run"") a good amount of it.Retired income/dividend-growth investor",Has Southern Company Become A Bargain Near Its 2-Year Lows?
Well said dkholer - the whole bull thesis was wait till they lap the swim liquidation and margins will rip higher - your summary is spot on - you should start a hedge fund and retire a billionaire,
"I'm a long-time investor in and supporter of LB, but my confidence is waning rapidly.First as far as the comments on negative equity and paying out dividends to ""insiders"", you're referring to the founder and controlling shareholder (over 10% as of my last look), Leslie Wexner.  There is nothing inherently wrong with negative equity if its negative not due to losses, but to paying out dividends and share buybacks.  Yes, Mr. Wexner gets cash out of the company, but so do us ordinary shareholders.  LB has historically been generous to shareholders through buyback, regular dividends and special dividends.  Bringing up negative equity is either done by someone with no understanding of LB, or someone with an understanding of LB who simply wants to muddy the waters and make a cheap and easily discounted point.While the fact they are able to refinance $500M of maturing  8.5% plus with 5.25% notes does save them interest (which is obviously a good thing), they are simply benefitting from the current rate environment.  They are still paying about 275 bps over comparable treasuries.As far as December comps, they were a disaster, and there is no way to get around it.  Looking at VS, which drives the business, comps were -1% on a stores and direct basis and -6% on a stores only basis.  On top of that, margins were lower than anticipated so not only did they fail to sell more on a comparable basis, their failure was at lower margins.  I believe, (and am happy to be corrected) that they have now already anniversaried their withdrawal from swim and apparel, which explains why there were no notes such as ""taking swimwear and apparel into account, the impact on comps was...."".  Clearly, and whether its due to an inability to come up with something new, manage the coexistence of bralettes and constructed bras, or whatever, the company is flailing.  Owning LB shares, I've been hoping for a different outcome, but when you impose their strategic decisions (hindsight is 20/20) on the poor mall environment, as well as their very late entry into International, and finally given CEO Wexner's advanced age (he's 80), its hard to be optimistic about the future of LB, unless you're a trader.  After Wexner is no longer in the picture, I'd anticipate that we'll see BBW and VS split up (they really have no synergies), and potentially sold off.  I'd be pleasantly surprised to see any kind of sustained rally.",
"bought some at $49 and again at $47.50, will keep adding if it goes down further - play on womens vanity and wanting to feel pretty",
Nothing wrong with debt until it has to paid back. Short memories I guess. When cash flow is interrupted (recession?) the debt gets called and it can roll downhill quickly.,
Might be a long but not because China is going to save the day - this author should go back to his day job,
May change but they are in a rut - “cheap” is a dumb thesis,
This is garbage analysis - they did a 1 comp because they have to be super promotional to drive sales - they said merchandise margins way down - they have major brand issues in the us as people aren’t willing to pay a premium price for a va bra at this point - that’s just a fact,
"Jonathon--It is interesting to see how two writers looking at the same information can, on the same day, come to quite different conclusions.  In https://seekingalpha.c..., L and F Capital views L Brands as being worth only $60.00.  Although you do not really set a price for it, you view it as being worth significantly more.  I believe that you have the better analysis of the future potential for the company.  I believe that it is a good company for the long term.  I would like another spike down to $35 just to load up on some more shares, ala Panzerman, supra; I do not expect to see that happen in the foreseeable future.  Yes, the company has made some mistakes.  Yes, Christmas was not great.  However, I do not see it shriveling up and blowing away.  I have been thinking that an another special dividend would be coming in February.  It would be a good way to reward the shareholders.  It could be paid for from the interest savings on the refinanced debt and the benefits from the new tax law.Just a thought or two.",
Does anyone pay attention to financial fundamentals. The company has negative net worth due to special dividends paid out handsomely benefitting insiders.,
"Don't agree. Despite the cute fashion show in Shanghai and growth in Asia, Victoria's Secret has lost its fastball and identity as a fashion destination. Their ignorance of bralette and perma-sale appearance gives the wrong message. Let's see...",
It’s a great entry point here.  China will have positive impact on earnings soon,
"Victoria has been good to me....... but you can't trust her. She is very very volatile and she is unpredictable. Bought at 65 and sold at 75..... later a buy at 44 and sell at 54.... and the final act in the Novela is a big buy at 35.25 (woohoo!) and sell at 53.25. So made some decent quick gains. Now we are at about 47 after a mighty drop but I think it will go lower. Not sure this time. I made a mistake with M when it was 17.50 and I was ready to buy at 16, and then it rockets to 26.  Not much really makes sense at this point with anything related to retail.P.S.....I feel that LB is a great company going thru the retail drama at this time. No other company can match it and it's unique....no real competition.",
"J WeberThank you for the explanation for the reason that LB is selling $0.5B of notes.  And I don't understand the 20% drop in value of LB since the first of the year, when it reported relatively good news.  It's been a constant frustration that I've had with this stock, since buying shares in Jan 2017.  Your article gave me some hope that holding is a good idea. All the best to LB with success in China.",L Brands: Strong Outlook At An Inexpensive Valuation
Author’s reply »,
Can you please explain royalty part and how that can benefit share holders?Thx,
Good article.  How does Zyme compare with XNCR which has a similar platform and 4 phase 1-2 studies?,
"One thing that i ask myself in general, altough it might be very hard to calculate ""Guess-culate""If someone applies a propabilty NPV on milestone payments and eg. assumes 1/3 of total deal value materializes over a given time again eg. 10 yrs. Then there`s also a ROYALTY componant to the deal, meaning with payed milestones the propability also increases that ultimately there will be recurring revenue from royalties.Thus if you have a eg. 100million NPV of the milestone, shouldn`t there then be at least another 100million in potential NPV on the royalties?chrsMartin",
"great article, thanks!ZYME is my favourite stock in biotech for 2018/19.Haven`t been so excited about prospects for a single stock in the field since LGND at 30$ years back.Alomst a no-brainer, which of course might not excist in biotech, but very close to it imho.",
"I have seen a few biotechs and small cap pharma companies that develop great tech but can’t make enough on licensing.  CDXS is similar and is also developing its own candidates.  This is a very interesting idea, well done",
Great article btw. This company clearly has a lot of promise,
What is the logic in slowly accumulating a position. If you believe in its growth isn’t it worth putting your stake when price is cheaper? Obviously if a stock is expected to have slow but consistent growth there is the thought that in the meanwhile that money could be in something else but is that all it comes down to?,Zymeworks - Protein Proficiency At A Discount
